policy_gradient_loss,advantage_norm,policy_entropy,policy_loss,P09:episode_rewards,episode_length,grad_norm,avg_q_selected,epoch_idx,policy_gradient_bias_correction,rollout_prob_std,PMM:episode_rewards,fps,model_prob_std,P01:episode_rewards,explained_variance,avg_q_retraced,q_loss,frames
-1.265646479626171e-06,0.06478870403562718,0.0784221781169285,-1.3803833510327444e-05,0.0,3324.3055555555557,0.005968788114143045,0.004138500740761219,34,-1.2538186911551531e-05,0.2341312385076848,0.0,400,0.31035678460796245,0.0,0.4829044182731906,0.004005174463825225,3.827188957929414e-05,244800
1.2695598410909447e-06,0.057925901664515035,0.07381564635071167,-8.909261758024216e-06,0.0,3324.3055555555557,0.003892315730335918,0.0011039330976190843,35,-1.0178821794833621e-05,0.23573535960280534,0.0,399,0.3106018621928205,0.0,0.6818238856857388,0.0009914489838321072,2.2267953560719906e-05,252000
1.1441327038591382e-05,0.05827957616229516,0.07307927645900579,9.683469916743272e-07,0.0,3324.3055555555557,0.0035925850576028037,-0.007032023766317507,36,-1.0472980162929494e-05,0.2349425077436383,0.0,396,0.31065691079845814,0.0,0.7117104770700453,-0.0069050217901823726,2.0780235817023858e-05,259200
-2.414778080937219e-05,0.06927999088437194,0.06961664099763663,-3.1891115309170866e-05,0.0,3324.3055555555557,0.0047926335068282895,-0.0010600968320045108,37,-7.743334510515303e-06,0.24130961360143768,0.0,395,0.31091517532510415,0.0,0.6287707782241087,-0.0009497009278637716,2.9627793966914586e-05,266400
-7.094640990007117e-06,0.051481337247926154,0.058564616600732436,-1.2113961349040286e-05,0.0,3324.3055555555557,0.0032265090097757664,0.002425206127998867,38,-5.019320389438946e-06,0.24268514220359566,0.0,394,0.31154428373131693,0.0,0.6500952184438964,0.002336004803309706,1.7088971391036988e-05,273600
1.6300774086186945e-06,0.06317379302465943,0.05370409434956926,-5.735973804960842e-06,0.0,3324.214285714286,0.003506179988657763,0.0012793036224151145,39,-7.3660513435344175e-06,0.24691510553181012,0.0,392,0.31181590136712184,0.0,0.6914022827723986,0.001481646971283924,1.9063928530873646e-05,280800
7.853635570545851e-06,0.05093982659324648,0.05240990809268422,3.7408080286867952e-06,0.0,3324.214285714286,0.002561375843555667,0.00047585852266091396,40,-4.112827568862664e-06,0.2523141120619599,0.0,391,0.3118951672847782,0.0,0.5578038956910845,0.00042999913720811333,1.3868786849928125e-05,288000
-7.304942200865072e-07,0.046867919871825474,0.048711966019331636,-4.154972841044425e-06,0.0,3324.214285714286,0.0035198967579166715,-0.000739422035868011,41,-3.424478579632569e-06,0.25008611783234763,0.0,389,0.31205941124804426,0.0,0.637915477202511,-0.0007808717929010601,1.5234208304639242e-05,295200
9.195206216925314e-07,0.04932607704300493,0.053460938177322816,-2.0414468201534325e-06,0.0,3324.214285714286,0.0028629777053832133,-0.0019756022180907108,42,-2.960967598870347e-06,0.25171856867415565,0.0,388,0.3118414447314682,0.0,0.5971719388450896,-0.0019650382446960045,1.329852046142475e-05,302400
1.253718521034303e-05,0.05348619673593968,0.054006300448543494,1.007087124337018e-05,0.0,3324.214285714286,0.002670287989529072,0.00029163204965119467,43,-2.4663141538496706e-06,0.2534773087253173,0.0,387,0.3118173692337793,0.0,0.5783341194614017,0.0002868244337223403,1.3357437973072615e-05,309600
-2.546947150923713e-06,0.051703682964970736,0.05556982864744015,-6.5014146441211455e-06,0.0,3324.214285714286,0.0032629390381367206,-0.0007139185518613048,44,-3.954467286964784e-06,0.25338398054183003,0.0,387,0.31173730459241633,0.0,0.5335157281302271,-0.0006679421812851427,1.5003989220695578e-05,316800
-2.080452593972238e-06,0.050035004412505406,0.05613207165858726,-5.231386756411626e-06,0.0,3324.3541666666665,0.002120939322269922,0.001763911339141177,45,-3.1509342461601944e-06,0.25887003127845676,0.0,386,0.3117077053790915,0.0,0.5448507334823044,0.0017049811230418683,1.0833878188947824e-05,324000
-7.801219597966456e-06,0.04419932247797352,0.053565500284145987,-1.0871691185982758e-05,0.0,3324.3541666666665,0.0026197236754389544,-0.0014869427125692406,46,-3.0704717831836553e-06,0.25372660584452134,0.0,385,0.3118337131610938,0.0,0.5169003301882554,-0.001462350165118854,1.1002549067309283e-05,331200
-6.183371066575466e-07,0.041512168244749466,0.050810798353776734,-1.3649320936052107e-06,0.0,3324.3541666666665,0.0019296854075873874,0.0006033511413796526,47,-7.465948858027876e-07,0.2565554917241057,0.0,384,0.311981819220794,0.0,0.5523176407719416,0.000587198085854616,8.770123087602076e-06,338400
5.4420620420626865e-06,0.04869487693503736,0.055116878882760095,3.274133324818512e-06,0.0,3324.3541666666665,0.002067044612747966,-0.0015324648270333932,48,-2.1679287054009116e-06,0.2587097506059541,0.0,383,0.31176317831353534,0.0,0.5574278349251974,-0.001542763617739732,1.0173166047476146e-05,345600
7.348014317582152e-06,0.042975433141229646,0.0567858051721539,4.805667878740462e-06,0.0,3324.3541666666665,0.0021285565963306704,0.00010772023837258566,49,-2.542346489064188e-06,0.25834300957147094,0.0,382,0.31167753368379575,0.0,0.43417570008644985,7.244989982450896e-05,9.567055634452767e-06,352800
1.3335218907053151e-05,0.05013340728091342,0.0630652279560528,7.732937558523916e-06,0.0,3324.45,0.002065724467461627,-0.0007906048835580546,50,-5.6022812740964035e-06,0.261024564801464,0.0,382,0.31133836520333136,0.0,0.520816914453393,-0.0007157312773929407,9.942433223916702e-06,360000
-3.377620994139009e-07,0.039129250053015756,0.0626106022262857,-1.78348009880264e-06,0.0,3324.45,0.0017508725858462132,0.0009264569603588564,51,-1.4457180201789496e-06,0.2630186569057996,0.0,381,0.31136506291845484,0.0,0.4744519176677106,0.0008792072460523479,7.510726818621317e-06,367200
7.1664936616724236e-06,0.04094721175767186,0.06167379727986243,2.8954093879038656e-06,0.0,3324.45,0.0020520559912531235,-0.001053934257223455,52,-4.271084237246197e-06,0.26003696228540135,0.0,380,0.31140024467947935,0.0,0.46631104838516985,-0.0010908879390439006,8.316646364029736e-06,374400
1.27801843830412e-05,0.03901018382032851,0.07158646959417238,9.520295502466203e-06,0.0,3324.45,0.0016931654534244472,-0.0012491929223947815,53,-3.2598890521967768e-06,0.2678484012091917,0.0,379,0.31087339348736265,0.0,0.5585116891862539,-0.0012234607908200416,6.954081455432068e-06,381600
-1.3750223495460685e-05,0.044590295028303646,0.06947911471852826,-1.7603870910786804e-05,0.0,3324.45,0.0017045922872247822,-0.000355229336178632,54,-3.8536473103801735e-06,0.26768231867916054,0.0,379,0.3109935023056136,0.0,0.5310032312737571,-0.0003334438873159545,7.655968482688359e-06,388800
7.49586328591874e-06,0.04266598390596401,0.06911115030314595,3.715721929986382e-06,0.0,3324.45,0.001666408882190967,-0.0013569537826469246,55,-3.7801414611486348e-06,0.26494776695316274,0.0,378,0.3110133406921985,0.0,0.5106866192250024,-0.001348818290397979,7.73880614542938e-06,396000
3.460829664134662e-06,0.043658211035851054,0.07446177940795977,-1.8686955034838831e-06,0.0,3324.52,0.00156503986423346,0.0001810154785841294,56,-5.329525164980271e-06,0.26828920067657547,0.0,378,0.31071555944977614,0.0,0.49674614196258887,0.00017291868063689172,7.337575301736978e-06,403200
9.893330220611628e-06,0.036767439813791686,0.06937391502831979,4.729071107652501e-06,0.0,3324.52,0.0013373859295050254,-0.00046881123910164996,57,-5.16425897089229e-06,0.2707268326209178,0.0,377,0.3109944745732678,0.0,0.49592540952263686,-0.00045760980747997697,5.705004706391067e-06,410400
5.293919332545406e-06,0.03667767378412897,0.06771260650591954,2.6615218785875867e-07,0.0,3324.52,0.0013553178134345166,0.00034952188634653023,58,-5.027766993656246e-06,0.270786128123759,0.0,376,0.3110816272170771,0.0,0.5474663729145728,0.00033416479464793423,5.85390660309864e-06,417600
6.877310612723357e-06,0.04181650292653118,0.07657207462207351,2.243005408037225e-06,0.0,3324.52,0.001369219847120375,-0.0026467495572608268,59,-4.634305171578397e-06,0.2704775219515124,0.0,375,0.31059549858330426,0.0,0.5568583188399121,-0.002627720641722258,6.387921762744085e-06,424800
5.100075636572865e-06,0.0357632627239372,0.07591765227308742,3.245847457675516e-08,0.0,3324.52,0.001258512592389671,0.0006250028967848969,60,-5.067617260309029e-06,0.2710244031733385,0.0,375,0.3106365595903819,0.0,0.5285012497882995,0.000648883659244432,5.336890059271371e-06,432000
4.1950515579223335e-06,0.0444931702946298,0.07534445483474032,2.7772428598468836e-07,0.0,3324.6,0.0015594265871712429,0.0003221941403952523,61,-3.917327264869768e-06,0.2672810215254625,0.0,374,0.31066788527345846,0.0,0.5419638259212177,0.0003569304909006095,7.0860308240579375e-06,439200
-6.037811298123117e-06,0.03388341999664489,0.07838704358608949,-7.509505282184495e-06,0.0,3324.6,0.001204028978838045,-2.1583647195430304e-05,62,-1.4716937804058977e-06,0.2704870183659452,0.0,374,0.3104967790641009,0.0,0.48118400183225435,-5.2291653640182505e-05,4.758865034098053e-06,446400
-1.545152813033337e-06,0.03348991512217456,0.06757244339380315,-4.127845995453129e-06,0.0,3324.6,0.001148936703612431,0.0002585467678929692,63,-2.58269319512647e-06,0.2738694900753243,0.0,373,0.31108813606281444,0.0,0.5491459495893546,0.00027667165632733464,4.571241297097704e-06,453600
1.6185671886099743e-06,0.03465553043309166,0.07247538307977337,1.369541224418992e-06,0.0,3324.6,0.0012935171367365829,-0.00032893078602986247,64,-2.4902589072903477e-07,0.27111590155592513,0.0,372,0.31082934901709597,0.0,0.5184163484679013,-0.0003229437952922169,5.196434243259773e-06,460800
-4.706993638590136e-06,0.037819406826963164,0.0719056559861613,-6.369910463134271e-06,0.0,3324.6,0.0013010701394727123,-0.0010474296896880707,65,-1.6629167716656366e-06,0.27510362000771305,0.0,372,0.3108612988037723,0.0,0.5803073166200409,-0.0010237021568550349,5.158634830765009e-06,468000
-5.176715877738874e-06,0.03338947518012935,0.06963997875621158,-4.530520506825369e-06,0.0,3324.6,0.0012192919102823683,0.0013614570015210287,66,6.461953404896931e-07,0.277227176835652,0.0,372,0.31098660805395667,0.0,0.5756244194286839,0.0013592354529527542,4.5245729947776e-06,475200
1.6194123848680512e-05,0.037549801582677504,0.07588177070455263,1.5116109002391234e-05,0.0,3324.72,0.0013303859455074238,3.457337508542293e-05,67,-1.0780148563754973e-06,0.27299959299918364,0.0,371,0.3106328468639699,0.0,0.5043361096123539,9.819570070908273e-06,5.301756265646838e-06,482400
4.3568404600498294e-06,0.031197606998107367,0.08986059415765636,4.4699665639554535e-06,0.0,3324.72,0.0010872917938223052,-0.0007583369265578804,68,1.1312582432216938e-07,0.2733002971318434,0.0,371,0.30982635838035605,0.0,0.45971062677576885,-0.0007514932161864057,4.119234911998847e-06,489600
1.295957944994264e-06,0.02940546269277034,0.08546013805565496,1.1713379714106309e-06,0.0,3324.72,0.0008384587760922411,0.000639710351896925,69,-1.2461983987329074e-07,0.2747801335475812,0.0,370,0.31007166311567697,0.0,0.5488586022379079,0.0006384480440083184,3.354450507172045e-06,496800
7.841724664718123e-06,0.03495268529021087,0.08990818541152058,5.8994110440053385e-06,0.0,3324.72,0.0011106503435092618,-0.0003144077490704332,70,-1.942313588561035e-06,0.2746843605261868,0.0,370,0.3098264441201611,0.0,0.5213227785690121,-0.00030842342364165854,4.4204407757921565e-06,504000
-3.5777124748983515e-06,0.030607869860253867,0.08798983050190438,-5.137905532851286e-06,0.0,3324.72,0.0010433589481992527,0.0010883057160285578,71,-1.5601930033053133e-06,0.27592590112889565,0.0,370,0.3099391560568266,0.0,0.5391140286906114,0.0011036625485861277,3.8666534714997055e-06,511200
4.707346730917432e-07,0.037889291186565685,0.0882866333812357,-9.433559546503956e-07,0.0,3324.7,0.0011244314812829147,8.20576395744865e-05,72,-1.4140904408820423e-06,0.2781681532199894,0.0,369,0.30991654863788026,0.0,0.5613076380273653,8.405039286622518e-05,4.589259386302764e-06,518400
-6.133310141505428e-06,0.02878279746046891,0.08517240257825327,-8.456785296069573e-06,0.0,3324.74,0.0009383764401895708,-0.0006122194293707181,73,-2.323475159485952e-06,0.27421166622331217,0.0,369,0.31009304853106934,0.0,0.4095816211347227,-0.0006236691578821289,3.4389053980047808e-06,525600
4.926255713092095e-06,0.028534672477038663,0.07622842497502763,3.0617905412630384e-06,0.0,3324.74,0.0010416574504124529,0.00018176957507379815,74,-1.8644651118596263e-06,0.2794730080457198,0.0,368,0.3105921729772337,0.0,0.5108641433408336,0.00017055349573865896,3.3175036628134667e-06,532800
-1.6136219284687866e-06,0.02880486897407247,0.08309891389712455,-1.0310944958020972e-06,0.0,3324.74,0.0008966936209871736,0.00018554056040268312,75,5.825274085649898e-07,0.2752223975737653,0.0,368,0.31020696125451536,0.0,0.48279486235172026,0.00018168308244589245,3.283701857393606e-06,540000
1.0044589564920042e-06,0.0343814834526607,0.08119050860109311,3.1627395706270873e-07,0.0,3324.74,0.001073613923976897,0.0003285068407159188,76,-6.881847039649108e-07,0.2799765902314158,0.0,368,0.31032207798863215,0.0,0.5414924245126664,0.000314062203595977,3.91439352645491e-06,547200
3.200360227943235e-06,0.030114248719228996,0.08262322395685172,5.692126377447096e-06,0.0,3324.74,0.0009597264434479634,8.132440978543956e-05,77,2.4917660556435555e-06,0.281459485135736,0.0,367,0.3102438274794627,0.0,0.5290823086315678,6.659636266554402e-05,3.418717427384384e-06,554400
-9.643917356621382e-07,0.03234621692047253,0.08568748485060439,-3.159187303875925e-08,0.0,3324.75,0.0009600812334837494,0.0007849629573191305,78,9.327999533137639e-07,0.27897935908248345,0.0,367,0.31006689829091544,0.0,0.4476158625888761,0.0007724008488101091,3.695494484888917e-06,561600
-2.1786235809611416e-06,0.02607816465141766,0.08767192629376046,-1.1756859817251022e-06,0.0,3324.75,0.0007976461342394739,-0.0003613866299484495,79,1.002937653840869e-06,0.27930624008467203,0.0,367,0.3099475775089629,0.0,0.4204090881794189,-0.00035901922432219523,2.6014858238842074e-06,568800
-4.145830966879522e-06,0.02665819935219747,0.07322136123413368,-3.736853249688826e-06,0.0,3324.75,0.0008603985764583588,0.0005757971814560798,80,4.089779192202785e-07,0.27913922878130093,0.0,366,0.3107708937379102,0.0,0.49219733243187275,0.0005726013156962446,2.7020906013319747e-06,576000
5.398026035013318e-07,0.028560178966320578,0.08252137954972644,4.006402950205673e-06,0.0,3324.75,0.0008432862901360611,-0.0005750493626614857,81,3.466600465697108e-06,0.2828991442447696,0.0,366,0.3102442774369761,0.0,0.455033805252856,-0.0005795856605187201,2.852534770695423e-06,583200
9.553178646139744e-07,0.02740395794588107,0.08897761719370331,3.7911938657678683e-06,0.0,3324.75,0.0008508013858649742,0.00012862068241348523,82,2.8358761460334242e-06,0.2818575201857658,0.0,366,0.3098634231784356,0.0,0.4470648823095062,0.0001376595167305452,2.7221843857051396e-06,590400
-2.101178901194807e-06,0.03028691061890669,0.10140888275844712,1.0869745637767179e-06,0.0,3324.75,0.0008478721754691753,0.001064555304170455,83,3.1881535335834474e-06,0.2825153039750599,0.0,365,0.30912329063765587,0.0,0.4631366036311974,0.001061505422971499,3.0241680202282498e-06,597600
5.187783525399488e-06,0.023862057883765494,0.11682745048549599,1.3655842254814514e-05,0.0,3324.76,0.0007023184533694793,0.00038059905936435796,84,8.468058719098347e-06,0.283598383824346,0.0,365,0.3081749584671682,0.0,0.31242010451183116,0.0003654019371284057,2.257534458425365e-06,604800
1.8257261549994959e-06,0.023884371526467878,0.12585340351161975,1.2810978655066882e-05,0.0,3324.76,0.0008477659941624661,0.0003964026540120118,85,1.0985252528347033e-05,0.28126369962458886,0.0,365,0.30760051611397005,0.0,0.3132283786522648,0.00040035121151959173,2.4202149857188715e-06,612000
-1.7357876232661776e-06,0.023468489216951032,0.16293456455367422,8.899865712894694e-06,0.0,3324.76,0.0008272331543007439,0.0005438924323575594,86,1.0635653338315142e-05,0.28225674891460034,0.0,364,0.30520836376718113,0.0,0.3371183794121893,0.0005298734334509288,2.3226141762763964e-06,619200
-1.319733117899403e-05,0.028669713400045618,0.1479969102950402,-1.2203027013237306e-05,0.0,3324.76,0.0009374929592636393,-0.00012342558713891063,87,9.94304454149257e-07,0.2834207020260433,0.0,364,0.30618538483543684,0.0,0.2651393979614374,-0.00011717293127211245,2.778601927188234e-06,626400
1.2025661786192016e-05,0.02368121613394814,0.14008790666503565,8.196341611423237e-06,0.0,3324.76,0.0007558078788348669,0.0007464230857789921,88,-3.82932042256061e-06,0.2850220360585228,0.0,363,0.3066988457136211,0.0,0.23522414617201012,0.0007648368438592679,2.1413933584970933e-06,633600
-4.0997652436372745e-07,0.02700712543414541,0.1542496892553631,1.2102970097702329e-05,0.0,3324.84,0.0007731437174770344,0.0009552246312289202,89,1.2512946710041176e-05,0.28465503646602863,0.0,363,0.3057757751170605,0.0,0.21530404835387512,0.0009222551221238315,2.541752027795083e-06,640800
-3.1239789666268537e-06,0.02099105353951922,0.18044303772724657,1.154421749871535e-05,0.0,3324.84,0.0006719946518496596,0.00023032323239334122,90,1.4668196656093747e-05,0.2858717495559779,0.0,363,0.3040247996518063,0.0,0.10015700848802686,0.000214145418910653,1.719823126170695e-06,648000
-6.247052357635871e-06,0.020486711371213395,0.22887721373740372,2.007623106102848e-05,0.0,3324.84,0.0007871749415543331,0.001003327397184911,91,2.6323283019876132e-05,0.2893752523012255,0.0,362,0.3006087788295121,0.0,0.3314751602756598,0.0010014131290235113,1.6101866037960022e-06,655200
-7.154612858827659e-06,0.022546523132511764,0.42719558964922,4.934959401310985e-05,0.0,3324.84,0.002005562892790297,0.0008268616446830781,92,5.650420717696155e-05,0.2859223150367302,0.0,362,0.2846218696559863,0.0,0.4216363405148504,0.0007851109210566041,2.197471410607842e-06,662400
-1.713675181545817e-05,0.02149246247962029,0.8056280628438034,-1.2935403486998049e-05,0.0,3324.84,0.005013037535155874,0.003952930779426151,93,4.201347545249414e-06,0.27418761372034045,0.0,362,0.24747727666700645,0.0,-0.20714356686624266,0.0039025769487050148,3.542794246400371e-06,669600
-5.462801598605407e-05,0.025272585651849606,1.073863570110271,-0.0004325619904656854,0.0,3324.84,0.019726623241560617,0.009668453196617995,94,-0.00037793396785973913,0.26819419111406045,0.0,362,0.21136512331428037,0.0,-1.2791685682732277,0.01014400773820906,7.796888200920825e-05,676800
