policy_loss,advantage_norm,rollout_prob_std,epoch_idx,frames,model_prob_std,policy_entropy,policy_gradient_loss,policy_gradient_bias_correction,P09:episode_rewards,grad_norm,avg_q_selected,avg_q_retraced,fps,episode_length,explained_variance,PMM:episode_rewards,P01:episode_rewards,q_loss
8.687303228119466e-05,0.022507099822784465,0.005767285373682777,11,79200,0.005767285342638691,2.195860417683919,8.687303228119466e-05,0.0,0.0,0.001334866566195738,-0.00413115688910087,-0.003999325268281003,378,3324.8333333333335,-13.030560485521953,0.0,0.0,9.131364960997719e-06
0.00010382038987396905,0.004359662482359757,0.004864136471102635,12,86400,0.004864136486624678,2.196256391207377,0.00010382038987396905,0.0,0.0,0.00048637122338562953,-0.004174906644038856,-0.004100453900173306,382,3324.3333333333335,-77.8522902170817,0.0,0.0,1.6014832056043815e-06
7.988741090230178e-05,0.003253069535518686,0.006833367934450507,13,93600,0.006833367872362336,2.1952311833699545,7.988741090230178e-05,0.0,0.0,0.0010231524121865352,-0.0033393429359421132,-0.0033007068481917183,387,3324.3333333333335,-231.34623133341472,0.0,0.0,2.71163754230012e-06
8.635922446652937e-05,0.002283915349592765,0.005373005211974184,14,100800,0.00537300524301827,2.195999757448832,8.635922446652937e-05,0.0,0.0,0.0004108183962097286,-0.0041910196809719,-0.0041540806336949265,391,3324.3333333333335,-126.87992630004882,0.0,0.0,7.876646193949455e-07
8.988247108542661e-05,0.022267802408896385,0.005605683010071516,15,108000,0.00560568297902743,2.1959501981735228,8.988247108542661e-05,0.0,0.0,0.001277878809942837,-0.004108195635490119,-0.004091282902906338,395,3324.3333333333335,-25.903408098220826,0.0,0.0,7.921649122977215e-06
9.457663936700556e-05,0.006988501145193974,0.004969729669392109,16,115200,0.004969729638348023,2.19621783097585,9.457663936700556e-05,0.0,0.0,0.0005298071976636943,-0.004417381156235934,-0.004394444388647874,398,3324.3333333333335,-60.1156965414683,0.0,0.0,2.847146210645709e-06
0.00011512361987924021,0.019250130284474126,0.012157307654463996,17,122400,0.005504736377624795,2.1959927999973297,0.00011467620626262942,4.4741375780205706e-07,0.0,0.0011518302206884009,-0.004364196805852569,-0.00432123117459317,396,3324.027777777778,-8.669263934228155,0.0,0.0,6.848927521932385e-06
9.226670921878959e-05,0.009035540063901303,0.0227298807499132,18,129600,0.006187756219015983,2.1956529378941934,9.169395384124205e-05,5.727556607841753e-07,0.0,0.0004850784519836922,-0.0038486503586781435,-0.003817356591079793,388,3324.027777777778,-7.764645433915694,0.0,0.0,1.5238845104214407e-06
7.310996031104342e-05,0.008537344737186295,0.020334188626677525,19,136800,0.006890427023597387,2.195245330592312,7.517299992898752e-05,-2.0630395284629626e-06,0.0,0.0004368031252172404,-0.003424218718021635,-0.0033979050571988356,383,3324.027777777778,-10.335055643332701,0.0,0.0,1.2880900651419708e-06
6.949489369319015e-05,0.009277040397538312,0.023034803354804696,20,144000,0.006403862315238695,2.1955501558856354,7.095071271902108e-05,-1.4558192250136233e-06,0.0,0.0004421960671069912,-0.0034263901441590867,-0.0034268417248161137,378,3324.027777777778,-5.882891355519573,0.0,0.0,1.4515544084987243e-06
7.853393258792205e-05,0.00866701695457099,0.020706709739049922,21,151200,0.006180635902380186,2.195665952213227,7.916610608110621e-05,-6.321734296496761e-07,0.0,0.00041614185719846523,-0.0035924563318165755,-0.0035644659355268,375,3324.027777777778,-7.868818735551267,0.0,0.0,1.3221055706679074e-06
7.37861278327286e-05,0.009285400282622687,0.021363304805764486,22,158400,0.006173282210233439,2.195667931182044,7.363376219011925e-05,1.5236604437691442e-07,0.0,0.0004096908500043003,-0.003300602109024853,-0.0032779630932528226,371,3324.027777777778,-5.5047813919312745,0.0,0.0,1.3656223953885405e-06
7.843621583066441e-05,0.007050662814495837,0.019165535965249458,23,165600,0.006118149745152406,2.195695986025548,7.806553196999067e-05,3.7068378564315873e-07,0.0,0.0003101004277454384,-0.0030442395480041683,-0.0030208894883919377,368,3324.3958333333335,-6.138980251244766,0.0,0.0,8.827863277322548e-07
5.978116638087558e-05,0.006232222679855545,0.016931028792199744,24,172800,0.006643006150726546,2.1953846491455398,5.989403170089992e-05,-1.1286538219391289e-07,0.0,0.0002682960401673305,-0.0027154855528432466,-0.0026933044207401867,365,3324.3958333333335,-6.572569389983459,0.0,0.0,6.448621420245706e-07
5.05160880419483e-05,0.005623811026773336,0.02089638667311717,25,180000,0.006436993381434747,2.1955159686955197,5.0911322802397186e-05,-3.952347753946286e-07,0.0,0.00022957680010121643,-0.002360493155546171,-0.0023344041088536856,362,3324.3958333333335,-6.3947251020758245,0.0,0.0,5.322668731217807e-07
5.132376248281747e-05,0.0074836384637502135,0.020771861491662026,26,187200,0.0061135163232831965,2.195694541477022,5.2183573386574134e-05,-8.598108493598987e-07,0.0,0.0003176774212168517,-0.0022815056414055147,-0.002273275576280578,360,3324.3958333333335,-5.367257790962856,0.0,0.0,8.07545023385071e-07
4.855494319036837e-05,0.005310596074849084,0.018182507223910942,27,194400,0.006008010373091658,2.19574666817983,4.8584245626795976e-05,-2.9302504239472462e-08,0.0,0.00022252331501093481,-0.002166905379199832,-0.002142721863050608,358,3324.3958333333335,-11.16067662933,0.0,0.0,4.822211900350751e-07
4.3751739095020485e-05,0.006585625869509328,0.013997384019062987,28,201600,0.005885386389018672,2.1958045224348703,4.4313966764725085e-05,-5.622277360341277e-07,0.0,0.00025957847843665195,-0.001945538724719968,-0.0019371954116800298,356,3324.5,-6.219193723220673,0.0,0.0,6.584544032894702e-07
3.8438532872204526e-05,0.004520185158302189,0.017476476339546954,29,208800,0.005855223501277299,2.1958118074596245,3.8359571229538805e-05,7.896173397591879e-08,0.0,0.00018307920242286317,-0.0017390291193911621,-0.0017272689471990806,354,3324.5,-7.389602995227885,0.0,0.0,3.751901460188551e-07
3.535220549322552e-05,0.005054871416021669,0.018784996188145928,30,216000,0.006456814347421405,2.1954610666333054,3.592865657456107e-05,-5.764510971191508e-07,0.0,0.00019422871509258108,-0.0015728263435860672,-0.0015594218867888215,352,3324.5,-7.0812987404872505,0.0,0.0,3.867161124901684e-07
2.9813255518304504e-05,0.004758329608540171,0.01946495529484107,31,223200,0.0057510797340403165,2.1958605147385724,3.054963118512643e-05,-7.363756692059071e-07,0.0,0.00018716697314686407,-0.001434395064454447,-0.0014316029070566103,349,3324.5,-6.255170051748791,0.0,0.0,3.728378690574216e-07
3.379451205362438e-05,0.004959173197705587,0.01766566994448474,32,230400,0.005685352474443672,2.195892347182546,3.423279276527562e-05,-4.3828069210436934e-07,0.0,0.00019030090789845365,-0.00144837159432456,-0.0014395509475134385,347,3324.5,-8.234058834834705,0.0,0.0,3.883808969545965e-07
2.9657789903370778e-05,0.005287289208797752,0.013663874553563432,33,237600,0.005606703756399162,2.195928681390454,3.0456305389865266e-05,-7.985155097399588e-07,0.0,0.00019856755864029694,-0.0013876346072833345,-0.0013799100623321271,346,3324.5,-7.519755457439291,0.0,0.0,4.399816790587232e-07
2.9384413295322355e-05,0.004679892796481468,0.016333962340179097,34,244800,0.005574918604999065,2.195941869396721,2.979493998992747e-05,-4.1052676183004037e-07,0.0,0.00017308756351218905,-0.0011589285015497603,-0.0011423432359753218,344,3324.5694444444443,-6.3172738979369285,0.0,0.0,3.4491265502344654e-07
1.992613911835767e-05,0.0042267247556296685,0.0161995645273026,35,252000,0.006129737751122328,2.1956303358645664,2.0320055544881522e-05,-3.939165012025983e-07,0.0,0.00015765622664664272,-0.0009526961992378346,-0.000943104082590065,344,3324.5694444444443,-8.309090802499227,0.0,0.0,2.7353585949418413e-07
1.767112643143437e-05,0.0032949186482610893,0.013749501643377163,36,259200,0.006052916765560411,2.195681561278918,1.7831069487348332e-05,-1.5994308928437278e-07,0.0,0.00012317803909265665,-0.0007883638414205053,-0.0007757863107701904,344,3324.5694444444443,-7.731082922371606,0.0,0.0,1.909794457757191e-07
1.761546101278551e-05,0.0050786577591959885,0.01501145072233316,37,266400,0.005642901407905839,2.1959144098985766,1.8328474545314063e-05,-7.13013635250476e-07,0.0,0.00018474182965868608,-0.0007842840094928675,-0.0007820860625984746,343,3324.5694444444443,-6.146891274490054,0.0,0.0,3.83424757437009e-07
1.5155291817958518e-05,0.0036594691961971677,0.015047531527203445,38,273600,0.0055900436707787115,2.1959350531063384,1.5424279710742144e-05,-2.6898783535259966e-07,0.0,0.0001355742525041064,-0.0007429406072106091,-0.0007347106126154941,341,3324.5694444444443,-9.153175445284164,0.0,0.0,2.2660624893565794e-07
1.2952386581837248e-05,0.004710061222234914,0.014995207880807193,39,280800,0.0055746054476208335,2.1959449666360067,1.3274075078931625e-05,-3.216885334364226e-07,0.0,0.0001583139455575729,-0.0006343588945275682,-0.0006291494752450108,340,3324.7023809523807,-6.755587677034752,0.0,0.0,3.3098891300707617e-07
1.3144704743649888e-05,0.0030798370675308565,0.014889930621055621,40,288000,0.0053901213132185,2.196026901763583,1.3233545476212036e-05,-8.884074887079788e-08,0.0,0.000104521469571807,-0.0006032701929022248,-0.000600381210949438,340,3324.7023809523807,-11.319084290038974,0.0,0.0,1.794739343429977e-07
1.0951235392561946e-05,0.0034960161943158635,0.017840259343215693,41,295200,0.006172840054985876,2.195616689986653,1.1638882908947212e-05,-6.876475468919368e-07,0.0,0.00012020197765851024,-0.0005187200551246485,-0.000509516143046933,339,3324.7023809523807,-9.02887367614678,0.0,0.0,1.9083042990746752e-07
8.734626439354723e-06,0.003227696539619328,0.014661837791107475,42,302400,0.005512539032931691,2.19597183558676,8.771490490008972e-06,-3.68640033930061e-08,0.0,0.00011130639634966834,-0.00040798083439608847,-0.00040305457012552315,338,3324.7023809523807,-11.086784092131115,0.0,0.0,1.8716157996481608e-07
7.4270181491967555e-06,0.0038629409304178908,0.016432411016408306,43,309600,0.0055214474130111215,2.195973844675848,7.379902170812907e-06,4.711597608993911e-08,0.0,0.00012678966484070726,-0.0003588738487628249,-0.00035788660773042997,337,3324.7023809523807,-9.10884438126921,0.0,0.0,2.4134261497396673e-07
7.253783769700686e-06,0.003601490220912469,0.015318936508145213,44,316800,0.005438774222225966,2.1960115754698952,7.2623739578959275e-06,-8.590191031743897e-09,0.0,0.00011810785311464541,-0.00033526268736750354,-0.00032502997971764117,336,3324.7023809523807,-9.862985259616185,0.0,0.0,2.160316920162915e-07
6.176024730956712e-06,0.003076708343088434,0.014584127469992304,45,324000,0.005192809737947764,2.1961172528746267,6.1739646006092e-06,2.0601309971526635e-09,0.0,9.635876667196211e-05,-0.0002469530717182409,-0.0002503988667624995,335,3324.5520833333335,-13.410856088116054,0.0,0.0,1.6383284268242574e-07
5.840373707906833e-06,0.0025345938822035337,0.013778279252213588,46,331200,0.00556305869317998,2.1959224958552257,5.89627540908363e-06,-5.590169887141153e-08,0.0,8.209727833004285e-05,-0.00026750455891617875,-0.00026771785259615936,336,3324.5520833333335,-14.930744135578475,0.0,0.0,1.0769229858237802e-07
6.304824699623229e-06,0.002530694094778786,0.01313353274318158,47,338400,0.0054825954971879365,2.1959724827575937,6.3659051534197115e-06,-6.108045103146932e-08,0.0,8.0244838152562e-05,-0.00025208075124874806,-0.00024863937082247704,335,3324.5520833333335,-14.562435219382483,0.0,0.0,1.0545861147883855e-07
5.59121321629389e-06,0.0031021908518879277,0.012335625637899198,48,345600,0.005125734631622595,2.196146611874066,5.584004922430571e-06,7.208305037802951e-09,0.0,9.345686288020058e-05,-0.00028331769049679955,-0.0002833651087169687,335,3324.5520833333335,-13.095707548128235,0.0,0.0,1.4336129522299566e-07
5.009799809191203e-06,0.0022764074864177913,0.01293790511354538,49,352800,0.0050851192830559154,2.196163282214649,4.941859953856379e-06,6.79398556272191e-08,0.0,6.926020625057194e-05,-0.00025064312644052926,-0.000250460705354358,334,3324.5520833333335,-52.432621076655764,0.0,0.0,9.352627350012717e-08
4.75362568382012e-06,0.003206179911489998,0.014042256568033722,50,360000,0.005139106827388916,2.196141404140563,5.0092742699713005e-06,-2.55648604087451e-07,0.0,9.320611072292904e-05,-0.0002529587676297755,-0.00025396901498930265,333,3324.67,-11.658441547382445,0.0,0.0,1.45269062270455e-07
4.375325682509981e-06,0.002039672075804288,0.013428255984031167,51,367200,0.005049969902879278,2.196179257442081,4.475805764942364e-06,-1.0048007689226395e-07,0.0,6.230963261372302e-05,-0.00022633348574244237,-0.00022446734832989198,333,3324.67,-143.2269321790953,0.0,0.0,8.180588943861321e-08
3.7869003582391957e-06,0.002387812503050858,0.014152964443589251,52,374400,0.005762829919131325,2.19583332846089,3.7452866784386666e-06,4.1613661969289215e-08,0.0,7.620018153553322e-05,-0.00018882493735642157,-0.00018544372524798198,333,3324.67,-22.605826515640533,0.0,0.0,9.433246056415591e-08
3.2695440778489535e-06,0.0019743536911432757,0.014232519990937026,53,381600,0.005135580845073694,2.196142584631052,3.319700429592952e-06,-5.015636252117759e-08,0.0,6.178032124743606e-05,-0.00016113270224162046,-0.00015991256617578777,333,3324.67,-57.977132961592346,0.0,0.0,7.820608742514162e-08
2.9693790231345386e-06,0.0025306501806550397,0.01259800806610165,54,388800,0.005073087154111515,2.1961700596222804,3.072481124771817e-06,-1.0310210148771547e-07,0.0,7.536882766821527e-05,-0.00015558527174612711,-0.0001564212539175522,332,3324.67,-253859.5744683371,0.0,0.0,1.0412495383751202e-07
3.283266279739473e-06,0.002451646645673396,0.012116313094196834,55,396000,0.005106791673873665,2.196156365855661,3.272638785692638e-06,1.062749970954767e-08,0.0,7.178944568132377e-05,-0.0001494190703580523,-0.00014849151312085621,332,3324.67,-175507394417.93918,0.0,0.0,9.208322177399549e-08
2.6362216016135663e-06,0.0023650550100979607,0.011254247263512481,56,403200,0.005090256503520771,2.196163988255319,2.782286180849656e-06,-1.4606459831941385e-07,0.0,6.897791445045148e-05,-9.453994603617016e-05,-9.341842898075815e-05,332,3324.76,-440.94333515788514,0.0,0.0,9.119500238962249e-08
1.5573733084389313e-06,0.0019450958584709748,0.011802241494601946,57,410400,0.005312496477013661,2.19605775911972,1.6989084010289965e-06,-1.4153508460038322e-07,0.0,5.778407128091934e-05,-8.053333791938606e-05,-8.15102183779831e-05,331,3324.76,-103.30396456853737,0.0,0.0,6.337485968346543e-08
2.813432943541434e-06,0.001957764963893039,0.00902140205223409,58,417600,0.005445489736850417,2.1959882554553807,2.7944501789043504e-06,1.8982784990397028e-08,0.0,6.167471461043852e-05,-0.00011710263681090998,-0.00011878421176954855,331,3324.76,-310.59471126821313,0.0,0.0,7.066583601790368e-08
2.2438741052452667e-06,0.0024098954624002097,0.013674361037925655,59,424800,0.005078010074609506,2.196168027586407,2.4271890741767167e-06,-1.833149744279701e-07,0.0,7.168667975091161e-05,-0.00012902310329601668,-0.0001287471126829226,331,3324.76,-125.17589464145045,0.0,0.0,1.0199258726056428e-07
2.293350157096048e-06,0.0019727721524018475,0.011408823399758952,60,432000,0.005078625503580071,2.1961668521765048,2.422686014440805e-06,-1.2933587860347947e-07,0.0,5.970508012302138e-05,-0.00010683310846688406,-0.00010620960450122041,331,3324.76,-109608296084.11362,0.0,0.0,7.384337560723692e-08
1.4813655538629608e-06,0.0027373208896099076,0.00880688444736522,61,439200,0.005093659337396886,2.1961617969804337,1.6724808806226403e-06,-1.9111533206537645e-07,0.0,7.847655732311868e-05,-8.514523426874598e-05,-8.072744036354457e-05,331,3324.88,-15.720716489957123,0.0,0.0,1.198578567131783e-07
3.2907638823564897e-07,0.0016586429420116927,0.012490748403810713,62,446400,0.005089165487495453,2.196162976963179,4.5438299555791046e-07,-1.2530660975558842e-07,0.0,4.934468065869299e-05,-1.420413792835484e-05,-1.57513530242625e-05,330,3324.88,-511.4484997834226,0.0,0.0,5.2296904287266503e-08
9.235661541158144e-07,0.001979281382592829,0.012042776405474886,63,453600,0.005623639576307741,2.195908675337136,8.977243978204517e-07,2.5841739260899667e-08,0.0,5.923510822021956e-05,-3.2286067588282175e-05,-3.2845485461292423e-05,330,3324.88,-347.60595580435864,0.0,0.0,6.170498427390204e-08
1.3999675905548156e-07,0.0018624606386763258,0.011795600113396105,64,460800,0.005139950383762537,2.196140958985324,3.006628978201786e-07,-1.606661389150148e-07,0.0,5.4873436770325685e-05,-1.2830919900294712e-05,-1.3224737494471106e-05,329,3324.88,-134704922699.46498,0.0,0.0,6.131816255132796e-08
4.0020300462328257e-07,0.0023631240780246626,0.01429204615655296,65,468000,0.005146286510381965,2.1961405593535255,4.656701951581402e-07,-6.546718738858243e-08,0.0,6.932253718804543e-05,-2.1420422196032392e-05,-2.139894629879208e-05,329,3324.88,-154340311201.68484,0.0,0.0,8.786075806898282e-08
2.3700216035799873e-07,0.0018856524212530767,0.013429906296780304,66,475200,0.005078788779727701,2.196168092886607,2.224400879611923e-07,1.4562063217341575e-08,0.0,5.4211746802517694e-05,-8.54438342623647e-06,-1.1013794105989536e-05,328,3324.88,-inf,0.0,0.0,6.11830535109759e-08
8.159496102754994e-07,0.00206289276686567,0.011172147001202646,67,482400,0.005050392536731022,2.1961812145653226,9.211767596684954e-07,-1.0522716844851138e-07,0.0,5.854761669352485e-05,-2.6642299621269805e-05,-2.8209114846067535e-05,328,3324.9,-532876676454.1741,0.0,0.0,7.30272299357135e-08
1.3107933897951735e-08,0.0016094685752818083,0.010807335719493308,68,489600,0.005318735868703309,2.196055567207791,3.93739680430958e-08,-2.6266036176018042e-08,0.0,4.7296239445529115e-05,-1.2869966486684544e-05,-1.2247779330249597e-05,328,3324.9,-161391888942.73096,0.0,0.0,4.549841322964946e-08
-1.7140872295832722e-07,0.0016806865602425854,0.010211352768394771,69,496800,0.005395025198148298,2.1960206236347317,-7.771325876089229e-08,-9.36954606339361e-08,0.0,4.957653909282892e-05,-1.0483727367581228e-05,-1.0081233223174092e-05,328,3324.9,-404.93518485386215,0.0,0.0,4.95914875206064e-08
1.6024497078434696e-07,0.002008569706167787,0.011794747878210962,70,504000,0.00516564102905615,2.1961331133773085,2.2082971804267263e-07,-6.058474809788484e-08,0.0,5.564378730366923e-05,-6.267561875773257e-07,-1.0781732869085853e-06,327,3324.9,-80.53979594123743,0.0,0.0,5.905887387870395e-08
-1.434636924944631e-08,0.001785952311618388,0.009002230398143796,71,511200,0.005155992788212157,2.196136710110795,1.7089440393737485e-08,-3.1435814567381206e-08,0.0,5.250748026611574e-05,3.158595143286365e-05,3.1598588698014685e-05,327,3324.9,-inf,0.0,0.0,5.434785413722396e-08
-9.453253560035056e-07,0.002341395785094521,0.010573911047799306,72,518400,0.005172692976156546,2.196130132542716,-8.91952872160195e-07,-5.337247391051528e-08,0.0,6.321163445766815e-05,7.74951551764705e-06,4.12281988660977e-06,327,3324.89,-11783450507.70037,0.0,0.0,8.012311421069407e-08
-1.83123726787941e-07,0.0014051988980458836,0.009988662711869453,73,525600,0.005168491914860964,2.1961310071762274,-1.9704728793887248e-07,1.3923560161669886e-08,0.0,4.016269030744418e-05,8.742735571711509e-06,9.501108566144555e-06,327,3324.9,-40127485098.154076,0.0,0.0,3.617957181420175e-08
2.946102463577742e-07,0.001678263811059029,0.00971705441427831,74,532800,0.00547985578734408,2.195982231273853,3.7904437519857033e-07,-8.443412620031957e-08,0.0,4.937535008727031e-05,-1.3702098702985855e-06,2.5392141634750717e-07,327,3324.9,-113128982500.09203,0.0,0.0,4.905527533138928e-08
-5.632886223549255e-07,0.0015551900343945587,0.009471842497661118,75,540000,0.0052086307474648545,2.19611219307733,-5.388571874796016e-07,-2.443143700603566e-08,0.0,4.33625600049979e-05,2.2954221127556303e-05,2.1031669938354174e-05,326,3324.9,-25573178778.802605,0.0,0.0,4.073636960588876e-08
1.3268309598255467e-07,0.002013221765754873,0.010928555194793797,76,547200,0.005178624227729358,2.196126947974058,2.1993216546626493e-07,-8.724907065447641e-08,0.0,5.5348279073347255e-05,-1.325623777141721e-05,-1.4031075417519762e-05,326,3324.9,-281461288170.4218,0.0,0.0,5.655091216474943e-08
-7.565151520338976e-08,0.0015702874149797529,0.00861665756399152,77,554400,0.005117704997556136,2.196153215245595,-3.7851162232756876e-08,-3.780034844420084e-08,0.0,4.360285409732448e-05,4.720403577170233e-06,3.1539526926405514e-06,326,3324.9,-inf,0.0,0.0,4.036363876591174e-08
1.20893877269202e-07,0.0018086023512274242,0.010758664476674137,78,561600,0.005090853964562513,2.1961650922247973,1.2180184457402397e-07,-9.079758161090017e-10,0.0,4.9793536210153044e-05,-4.8510262596365125e-06,-3.3422400594346652e-06,326,3324.79,-274086174928.2906,0.0,0.0,5.227688923446462e-08
-7.969723098947648e-07,0.0013799097326257954,0.008531168997934501,79,568800,0.005176363789295364,2.1961254490746396,-8.088636033755215e-07,1.1891294132951003e-08,0.0,3.8682165762248654e-05,2.1995350985611765e-05,2.188918336173629e-05,326,3324.79,-8096460988.910093,0.0,0.0,3.55731611657206e-08
-2.695746059083296e-07,0.0015019197621117318,0.009723036615270382,80,576000,0.005407340827228,2.196016967060074,-2.311569043784042e-07,-3.8417703947198175e-08,0.0,4.420009994530745e-05,9.99791015883169e-06,8.50193370547278e-06,326,3324.79,-25125286090.442966,0.0,0.0,4.039528568377497e-08
-1.10494112252874e-07,0.001729554977172623,0.011489902690838943,81,583200,0.0051117327687374885,2.196156621729886,-1.0314227852638406e-08,-1.0017988469392489e-07,0.0,4.9964676738756225e-05,8.24635819129838e-06,7.133236837337493e-06,326,3324.79,-32394004894.8612,0.0,0.0,4.822775342287513e-08
-1.877299490086962e-07,0.001638361975900278,0.01010916144044276,82,590400,0.0050829209252699625,2.196168970908036,-1.882691548775302e-07,5.392178166824998e-10,0.0,4.497301577359622e-05,-7.774454592086529e-06,-1.143577771266789e-05,326,3324.79,-inf,0.0,0.0,4.1542114551804754e-08
1.083075519445345e-06,0.0017719825717617767,0.010908819813744494,83,597600,0.005071856088544583,2.196173917613332,1.1376586427696415e-06,-5.45831265460231e-08,0.0,4.943972081352113e-05,-5.3301381468264735e-05,-5.536829499894701e-05,325,3324.79,-21802561819270.957,0.0,0.0,4.764333292846847e-08
1.7773740414536796e-06,0.001406882351149963,0.009262808486893181,84,604800,0.004997144495346461,2.19620435821947,1.786065806006311e-06,-8.691763360384124e-09,0.0,3.930172490473238e-05,-6.0377896046866136e-05,-5.946159065662493e-05,325,3324.75,-inf,0.0,0.0,3.37325183171473e-08
7.423291468628709e-07,0.0015011983637025566,0.007893956957949158,85,612000,0.005220108375473136,2.1961038278744964,7.782242690699905e-07,-3.589512451157838e-08,0.0,4.327112952203128e-05,-3.432979261283644e-05,-3.355061656040463e-05,325,3324.75,-18797737532.938984,0.0,0.0,3.441977496165845e-08
6.266582446282788e-07,0.0013018254641896055,0.005420622664131157,86,619200,0.005046251167569775,2.1961820452992535,5.802741439663646e-07,4.638410353564071e-08,0.0,3.705299083179819e-05,-1.0487409864182295e-05,-8.63955225948663e-06,325,3324.75,-139504126678.13437,0.0,0.0,3.359535778484669e-08
2.8549201332448365e-07,0.0020068376452395064,0.005293043294303099,87,626400,0.004976527148971049,2.1962134260412247,2.5641050955977946e-07,2.9081495472372004e-08,0.0,5.6105207905043176e-05,-4.940145913973673e-06,-4.69468223712364e-06,325,3324.75,-14742542796.09437,0.0,0.0,5.892465938502794e-08
-2.3079551316556424e-07,0.0013708832063570246,0.005374853959105041,88,633600,0.005005736739286001,2.196201266681076,-2.4402751071941946e-07,1.323201743881318e-08,0.0,3.861417929444545e-05,6.567361261110657e-06,4.960235614294498e-06,325,3324.75,-inf,0.0,0.0,3.324434665421054e-08
5.548792148848242e-07,0.001734564002271707,0.005328201492379848,89,640800,0.004989991317904756,2.1962077339584867,5.551076569060086e-07,-2.2844555831963596e-10,0.0,4.733232725409371e-05,-2.8809779471005554e-05,-2.919462820240535e-05,324,3324.78,-1194.5038660712214,0.0,0.0,4.7480029486654e-08
6.35945683266945e-07,0.0013756393798687815,0.005439350446612233,90,648000,0.005079891539952427,2.196168459120882,6.619538088593031e-07,-2.600810873884662e-08,0.0,3.8270420291550326e-05,-2.2270277082695365e-05,-2.5310651075904456e-05,324,3324.78,-inf,0.0,0.0,3.1545820200688885e-08
1.8159447236391437e-06,0.001494346323918476,0.005629580169441868,91,655200,0.005310123655082728,2.1960637439180304,1.8153681503769232e-06,5.765796461675597e-10,0.0,4.279469554880255e-05,-6.16361291098723e-05,-6.14264244382799e-05,324,3324.78,-inf,0.0,0.0,3.582406261558903e-08
1.1028778536096288e-06,0.0014810880952155646,0.00531741675992795,92,662400,0.0050550866659960034,2.196180547507925,1.119920276082052e-06,-1.704242184509552e-08,0.0,4.0954785870137894e-05,-4.4598851215417883e-05,-4.458474038965322e-05,324,3324.78,-inf,0.0,0.0,3.505911571220435e-08
