policy_gradient_loss,PMM:episode_rewards,model_prob_std,policy_loss,explained_variance,episode_length,q_loss,advantage_norm,avg_q_retraced,P01:episode_rewards,fps,grad_norm,frames,P09:episode_rewards,avg_q_selected,policy_entropy,policy_gradient_bias_correction,rollout_prob_std,epoch_idx
8.664338697585395e-06,0.0,0.007869428059507516,9.05841417311987e-06,-5.4803917615943485,3324.7916666666665,9.431203897465652e-07,0.006851191309184605,-0.0004331882588438154,0.0,337,0.00032756930822392815,172800,0.0,-0.000435834552973916,2.1947214101546657,3.9407540465727263e-07,0.014745551254440138,24
9.56165090124472e-06,0.0,0.007880667478219415,9.064542220417459e-06,-5.043615481968595,3324.7916666666665,8.827941807372032e-07,0.006884001488780428,-0.0004732324438102883,0.0,335,0.00030165500563234616,180000,0.0,-0.00047730226264580515,2.1947148543375508,-4.971087460392954e-07,0.015804711644963984,25
1.502168984473425e-05,0.0,0.008416449463071312,1.3703693092018647e-05,-4.146053378834296,3324.7916666666665,1.2558839931742226e-06,0.008408784909951795,-0.0006729973046554568,0.0,334,0.00034391290009046726,187200,0.0,-0.0006755570570751038,2.194352771352839,-1.3179967479965149e-06,0.015254363663994741,26
7.137976756365908e-06,0.0,0.007756572424354834,5.2678375585576525e-06,-5.877906132320077,3324.7916666666665,7.275725179621082e-07,0.005845653521728682,-0.0003812779972845636,0.0,332,0.0002484963742910418,194400,0.0,-0.000386498064220756,2.194788692996673,-1.8701392289413453e-06,0.013698410466852044,27
1.565895629219374e-05,0.0,0.008240630508784855,1.4663378382319284e-05,-4.875924648699307,3324.75,1.2430530836747536e-06,0.00823612505985823,-0.0004762958645747742,0.0,331,0.0003406646887597586,201600,0.0,-0.0004946225814320127,2.194464738596053,-9.955778288917557e-07,0.014326242296180378,28
6.719438874046256e-06,0.0,0.007841435811265554,5.795901104720867e-06,-5.7159791246293095,3324.75,5.43248924014344e-07,0.005098546921680854,-0.0002589796045998493,0.0,330,0.00021169988669589402,208800,0.0,-0.000255969415618949,2.194744772948916,-9.235377881983817e-07,0.014731352373701398,29
9.115199782012978e-06,0.0,0.007852378639875464,7.838772381897229e-06,-7.340731405593731,3324.75,5.548517161238778e-07,0.005275974751708206,-0.00033881802162263154,0.0,328,0.00022465911201574175,216000,0.0,-0.000340853897458244,2.1947350166903603,-1.2764273551444077e-06,0.012626465840379724,30
9.376594056966423e-06,0.0,0.008130513896690027,8.91189728685617e-06,-4.631001482179041,3324.75,6.897699116301616e-07,0.006003030776263901,-0.00037335606209322914,0.0,327,0.00023597234061730453,223200,0.0,-0.00038103019129880517,2.1945551541675568,-4.646968038594252e-07,0.016625029049010094,31
8.55413309043992e-06,0.0,0.008294212456500631,7.917321758297713e-06,-4.380074997052314,3324.75,6.373934805631045e-07,0.0059367219412224444,-0.0004705681843684972,0.0,326,0.00023457920765079622,230400,0.0,-0.00046590349052585517,2.1944466364099866,-6.368113561348666e-07,0.01267770518262368,32
1.2835599128819737e-05,0.0,0.008362744381976506,1.2496070049484729e-05,-4.189529254937929,3324.75,7.21605247235763e-07,0.006114933760524122,-0.0005605283020672952,0.0,325,0.00023908766666058228,237600,0.0,-0.0005710382134181346,2.194396777749062,-3.3952902084944886e-07,0.014360765073560523,33
8.994265640010057e-06,0.0,0.008234631195825674,9.404938936034095e-06,-5.2531348306468155,3324.8333333333335,5.247132925027191e-07,0.005194747419722954,-0.00038719038995702743,0.0,324,0.00019471459156084937,244800,0.0,-0.00039279513091689,2.194487161894381,4.1067327135900006e-07,0.012719989166123108,34
5.657009975153407e-06,0.0,0.007932232292295094,5.973268023895105e-06,-7.385721850158675,3324.8333333333335,3.670401986015788e-07,0.0041293660007391325,-0.0003391804666762977,0.0,323,0.000166201005785511,252000,0.0,-0.000338207974883329,2.1946889266135203,3.16258007884363e-07,0.012739687352699952,35
8.61295700982142e-06,0.0,0.007934690475514376,8.987548084477785e-06,-7.4075133491477,3324.8333333333335,3.4659385781744667e-07,0.004109677763087718,-0.0003639387333732981,0.0,322,0.0001623272543555999,259200,0.0,-0.0003692753695232717,2.1946892143620382,3.745911128839426e-07,0.01191134379830497,36
8.448526245361662e-06,0.0,0.008282303196432257,8.577069208081683e-06,-4.252935901646891,3324.8333333333335,4.402472173631821e-07,0.005107019102578447,-0.00042862354045306955,0.0,322,0.0001819860958354145,266400,0.0,-0.00042941067355165073,2.1944623373929786,1.285429619960611e-07,0.01426926586467763,37
9.356866871732103e-06,0.0,0.008192703577643016,9.978802001639197e-06,-7.201332486243474,3324.8333333333335,2.8981149607094727e-07,0.003696094986693492,-0.0003333693538245695,0.0,321,0.0001397207040184392,273600,0.0,-0.0003335507775986954,2.194525184442127,6.219351385606756e-07,0.012016507746755249,38
1.0824280201609299e-05,0.0,0.00871017135598416,1.0987310262742891e-05,-4.458840149953251,3324.8928571428573,4.808262487280942e-07,0.0053573063367262615,-0.000493237506734514,0.0,320,0.00019843551422397485,280800,0.0,-0.0004917729273501974,2.194169163249788,1.630299968479417e-07,0.01316448218227369,39
1.0029396959169383e-05,0.0,0.008519085064633853,9.94597181304654e-06,-6.240384284484955,3324.8928571428573,2.4009070833661423e-07,0.003503550189152568,-0.00035153362071464213,0.0,320,0.00012702685632425518,288000,0.0,-0.00035240292106339307,2.194307255962538,-8.342512469452926e-08,0.011930432827125683,40
6.562378623836174e-06,0.0,0.008470477159430702,6.29473911555492e-06,-12.156253082879951,3324.8928571428573,3.181524118541409e-07,0.0037346380503916563,-0.0003500777897450404,0.0,320,0.00016234225359314106,295200,0.0,-0.00035382657615599104,2.1943366691990502,-2.676395113114934e-07,0.012418284183885487,41
5.438552419708257e-06,0.0,0.008607838186139744,5.019779949910129e-06,-5.498909351910863,3324.8928571428573,2.6343772643590305e-07,0.0037725571778257343,-0.00026817433963313106,0.0,319,0.00013603795542061232,302400,0.0,-0.0002757615190022902,2.1942461867181087,-4.18772420752775e-07,0.013203199824488294,42
7.4209035800726604e-06,0.0,0.008788977421514651,7.519178071844342e-06,-5.024532084174889,3324.8928571428573,3.0612252235648714e-07,0.0041955238709153264,-0.00024746981697067633,0.0,319,0.00014978080827230325,309600,0.0,-0.0002569148102109601,2.1941204876306823,9.827455218383735e-08,0.012359186921147977,43
3.0847900629723577e-06,0.0,0.008912780651238763,2.753526544448144e-06,-4.47069938456886,3324.8928571428573,2.800540908436365e-07,0.004081382450670019,-0.00020872673394813069,0.0,318,0.00015072546951718212,316800,0.0,-0.00020631241254891414,2.194031508221198,-3.312635414774701e-07,0.012498089998360556,44
5.244488109428271e-06,0.0,0.009056434441276545,5.388020420281372e-06,-5.555763465232319,3324.9270833333335,2.6213425478768416e-07,0.003812532883591577,-0.00018984633297220528,0.0,318,0.00013552517366851745,324000,0.0,-0.0001944839846256023,2.1939275331251205,1.4353230019686292e-07,0.014067430636376173,45
1.9531848844226974e-06,0.0,0.009027872224715317,1.9056905548147765e-06,-6.779666511969907,3324.9270833333335,1.96714557928979e-07,0.0032146640766032284,-4.608719684664637e-05,0.0,317,0.0001198878922709854,331200,0.0,-5.206565278137807e-05,2.193951496964409,-4.7494311429375895e-08,0.012838134917833414,46
-1.8072548888441243e-07,0.0,0.009082147639550309,-5.386165357023893e-07,-6.601843906678851,3324.9270833333335,1.9422609013759742e-07,0.003197173533951014,1.7000330332814552e-05,0.0,317,0.0001205958237293113,338400,0.0,1.702741624688877e-05,2.1939121756887943,-3.5789104297615873e-07,0.011538225871525585,47
2.4933486122064644e-06,0.0,0.009339541053946411,2.9506817462767625e-06,-3.7489841768997056,3324.9270833333335,2.530247667191224e-07,0.00410326418146262,-0.0001414999499665049,0.0,316,0.00014825709855711662,345600,0.0,-0.00014446225431536487,2.193723300865718,4.5733313195495295e-07,0.01077728383828856,48
1.0965398238308872e-06,0.0,0.009434329834594218,1.2729700382916602e-06,-5.921401061114496,3324.9270833333335,1.973865439544161e-07,0.0032746979610615034,-6.444054636954802e-05,0.0,316,0.00011988250949971605,352800,0.0,-6.624442265655232e-05,2.1936536248398832,1.7643020237214778e-07,0.011472105369391906,49
5.873387418353473e-06,0.0,0.009686115975651851,6.422645680513314e-06,-3.700942502532686,3324.97,2.757566054970061e-07,0.0041974654917315115,-0.0001792540323581941,0.0,315,0.00014023139125840222,360000,0.0,-0.00017814805975253047,2.1934584714811316,5.492582654624083e-07,0.013032803063936256,50
4.40634422531461e-06,0.0,0.009664432275904803,4.695529249591985e-06,-5.6360678611057144,3324.97,1.6572386511133914e-07,0.002989368436848203,-0.00014514295528062285,0.0,315,0.00010108368083581213,367200,0.0,-0.0001420263165500283,2.1934789122002467,2.891850206472172e-07,0.010721157133005184,51
3.897915250686488e-06,0.0,0.009638584591226565,3.4095491684807575e-06,-7.80562353175784,3324.97,1.7165092737448587e-07,0.0030805261563853097,-0.00010431975883019004,0.0,314,0.00012375618093962647,374400,0.0,-0.00010502995051915057,2.193499378612432,-4.883660828390598e-07,0.01211079790049341,52
3.828575054911491e-06,0.0,0.009762787353432192,4.226073824143392e-06,-4.769880521491406,3324.97,1.6039528271789948e-07,0.0031259249527693825,-0.0001792309541577284,0.0,314,0.00011307531435717088,381600,0.0,-0.00017767766057023976,2.1934033734174005,3.9749877898866333e-07,0.012248860287483752,53
5.9988444489096155e-06,0.0,0.009875165246249666,6.002531406974664e-06,-4.089015765950163,3324.97,1.8351164171821862e-07,0.0034116075380526524,-0.00023870026404832842,0.0,313,0.00011201272578118386,388800,0.0,-0.0002392768538482501,2.1933164080078646,3.6869696255484084e-09,0.012819005592206308,54
5.363370933721779e-06,0.0,0.00991271444829181,5.8620033659554805e-06,-4.354568966554586,3324.97,1.894881788311614e-07,0.003368832897846082,-0.00023428554669018407,0.0,313,0.00011610609194857563,396000,0.0,-0.00023882538374530825,2.1932860176273126,4.986323889677574e-07,0.011836919509984367,55
4.589093893366162e-06,0.0,0.010062098746262347,4.5207904145143795e-06,-5.279338135473312,3324.84,1.9113317078340685e-07,0.00324145748638971,-0.00019039335024022944,0.0,312,0.00012046878064064594,403200,0.0,-0.00018970884196840826,2.193164848005502,-6.830352365376972e-08,0.013296817300464695,56
2.401062362376344e-06,0.0,0.009924267449357089,2.4813756939642254e-06,-7.283012898469727,3324.84,1.3897188656932154e-07,0.0026399240941954926,-0.00013963353076019663,0.0,312,0.00010398926886053546,410400,0.0,-0.0001385570326291354,2.1932778752512405,8.031330456526392e-08,0.011778913279718143,57
3.0246595972450846e-06,0.0,0.009953175595426862,2.89337397763527e-06,-5.742173426764667,3324.84,1.4037324566571694e-07,0.0027426891731923363,-0.0001332767826764611,0.0,312,9.682080566540052e-05,417600,0.0,-0.00013470693940880954,2.193257791970773,-1.3128560573963901e-07,0.012949450820457762,58
4.361819831865703e-06,0.0,0.010063589575353065,4.570587959756086e-06,-4.426790536202136,3324.84,1.6006151732148515e-07,0.0030910346345927025,-0.00019173213479858995,0.0,312,0.00010141797435805314,424800,0.0,-0.00019770589116043473,2.1931708520934694,2.0876814516615894e-07,0.011177836509221899,59
3.0703444515012276e-06,0.0,0.010024511525370476,3.1023012952782504e-06,-5.88495824541995,3324.84,1.2942485046234718e-07,0.002610123124219489,-0.00014051789955569152,0.0,312,8.807610396032742e-05,432000,0.0,-0.00014179785799470551,2.1932029785617946,3.195685162776826e-08,0.013722942155137875,60
4.580635820876151e-06,0.0,0.01024759992314059,4.780084456759219e-06,-3.94781582397128,3324.72,2.15070205575944e-07,0.003605335241369349,-0.0002409477483874186,0.0,311,0.00011918649993809063,439200,0.0,-0.00024274417131420835,2.1930196104352437,1.9944865218661407e-07,0.012786516484542055,61
1.010702310892036e-06,0.0,0.0101261173314341,1.5101640967102754e-06,-6.543742111765204,3324.72,1.1195471854338669e-07,0.002542186309060309,-0.00010153893820368842,0.0,311,8.661220756983032e-05,446400,0.0,-0.00010117875815638849,2.1931197574781995,4.994617700617427e-07,0.011016482858149898,62
1.940216407707761e-06,0.0,0.010158511224601952,2.0806103110666237e-06,-6.079817802958072,3324.72,1.085323499714282e-07,0.0023513399742891095,-6.495866903887439e-05,0.0,311,9.172326871498198e-05,453600,0.0,-6.766189512432678e-05,2.193093483031743,1.403939366044207e-07,0.012466210619627778,63
2.098245847239611e-06,0.0,0.01017747811773526,2.020624335743706e-06,-6.014539705202694,3324.72,9.758519500102471e-08,0.002347835766917024,-0.00010268517934881466,0.0,311,7.788588622637673e-05,460800,0.0,-0.00010031951343195927,2.193077932936805,-7.762151281971299e-08,0.011296500665180032,64
4.5542567254291935e-06,0.0,0.01023192375473017,4.929279017000372e-06,-3.9804450627881898,3324.72,1.2725721000677256e-07,0.0028236423837941405,-0.00015392596602351112,0.0,311,9.492366408534237e-05,468000,0.0,-0.00015459759831517634,2.193033741101042,3.750222993530687e-07,0.011845706001496613,65
2.3790165365318984e-06,0.0,0.010213166593110118,2.5893067038766586e-06,-3.8664094599835597,3324.72,1.1187888820356785e-07,0.002725268929434155,-0.00011707586141577344,0.0,311,8.745702741668779e-05,475200,0.0,-0.00011324090281852126,2.193048928964304,2.1029017075846342e-07,0.011268831085938487,66
4.0504251594781455e-06,0.0,0.010352029525374744,4.519172211866591e-06,-4.607917825120925,3324.79,1.4610916798133198e-07,0.0030635697984995485,-0.00016434955433102812,0.0,310,0.00010551475165826915,482400,0.0,-0.00017157723912808166,2.1929331130574905,4.687470598080652e-07,0.011602439761863769,67
-2.9985826887681055e-07,0.0,0.010306827826684134,-1.1147305680233041e-07,-5.942733060607204,3324.79,8.779702113349148e-08,0.0023271909958593484,-2.2134356085028e-06,0.0,310,8.187016828045969e-05,489600,0.0,-4.957118118194216e-06,2.19297445289357,1.88385204361426e-07,0.012103149923280364,68
-1.8504238792440306e-06,0.0,0.010327950640489268,-2.0129793717814246e-06,-5.896470640255546,3324.79,8.44250753363693e-08,0.0022428259646083723,7.909567404354627e-07,0.0,310,8.184674726120085e-05,496800,0.0,6.911756207376081e-06,2.1929579116364635,-1.6255548455373733e-07,0.011045068727644717,69
2.279682908117873e-06,0.0,0.010404928309692649,2.727937189511144e-06,-4.634326922918754,3324.79,1.0900020623740432e-07,0.002665633050730156,-7.21560645773404e-05,0.0,310,8.530320834106305e-05,504000,0.0,-7.11378080367178e-05,2.192894384975672,4.482543152117337e-07,0.013027561934727113,70
3.7820005201436273e-07,0.0,0.010443380308342437,7.187541638648661e-07,-3.8632675802013865,3324.79,9.219143290651883e-08,0.00239480519194369,-2.1917620386525125e-05,0.0,310,7.924457090923238e-05,511200,0.0,-2.476916595594562e-05,2.1928635480164216,3.4055411467530375e-07,0.012130423589417386,71
2.2158391525804536e-06,0.0,0.010641503894686818,2.546875679743886e-06,-3.3526179978424913,3324.68,1.4501387092540952e-07,0.0030799744719608316,-8.581188100174028e-05,0.0,310,9.589625237711208e-05,518400,0.0,-8.487097425917234e-05,2.1926954937990377,3.310365386973461e-07,0.01132361907492239,72
1.1965899547651854e-07,0.0,0.010564894490116447,5.107472801157388e-07,-5.77198153851682,3324.63,7.661584359990219e-08,0.002134773065694842,-1.6431142382629852e-05,0.0,309,7.184927003159395e-05,525600,0.0,-1.6476834713237152e-05,2.1927628617185766,3.910882899271009e-07,0.012355328824040947,73
8.767495605829596e-07,0.0,0.010638871178896217,1.0246825250417343e-06,-4.456872745650056,3324.63,8.525988010260073e-08,0.002314539081438862,8.163132026497202e-06,0.0,309,7.809486420740537e-05,532800,0.0,8.170272321676422e-06,2.192701087536692,1.4793297030968777e-07,0.01165592386127692,74
5.804585422126008e-08,0.0,0.010679253838616348,2.0072430216213346e-07,-4.4920140746756205,3324.63,7.889686190428893e-08,0.0021355621621640037,2.232992180533226e-05,0.0,309,6.92239314856415e-05,540000,0.0,1.8012096678350848e-05,2.1926666558734955,1.4267843771058224e-07,0.01095012615774832,75
5.350299709727139e-07,0.0,0.010753487128660913,9.731847217057832e-07,-3.7346042763335365,3324.63,1.1746663086057273e-07,0.0027797391871175183,3.3601037095707846e-06,0.0,309,8.812079319404254e-05,547200,0.0,3.6997662894442503e-06,2.1926043956904184,4.3815473659185905e-07,0.011118646540516426,76
-1.0629295356108513e-06,0.0,0.010674738193872891,-9.543291243177698e-07,-4.611535851633094,3324.63,9.046216929274896e-08,0.002250685527061299,1.311496315028554e-05,0.0,309,7.39896645477282e-05,554400,0.0,1.73443464368369e-05,2.1926724276630396,1.0860038997925361e-07,0.012784885540658347,77
2.1759049283482613e-06,0.0,0.010747195163682577,2.5565225991201825e-06,-4.884139721474004,3324.54,1.3010108717424202e-07,0.0028370043558289394,-5.860279711420109e-05,0.0,309,9.229535347133962e-05,561600,0.0,-5.786386357027956e-05,2.192608347005314,3.806176928339642e-07,0.010706506117306178,78
-4.631426113332188e-07,0.0,0.010721853448684137,-3.2798266536149956e-07,-5.42142224853474,3324.54,7.705082358974845e-08,0.0021245377175809054,1.273613577469163e-05,0.0,308,6.80135775304098e-05,568800,0.0,1.4615414906000888e-05,2.1926327887792434,1.3515996675960555e-07,0.010899203228949023,79
-9.10835464857024e-07,0.0,0.010742255130280105,-1.0643171898093064e-06,-4.8853735989710625,3324.54,6.887098468449838e-08,0.001990172692135539,2.4607197834836583e-05,0.0,308,6.761043344621871e-05,576000,0.0,2.6709217609813942e-05,2.1926166434105108,-1.534817314371128e-07,0.013137308506839586,80
-3.815733419449233e-07,0.0,0.01076571174220936,-3.0423246165453576e-07,-4.545780867141075,3324.54,8.527672377999048e-08,0.0022549904022373815,-3.1142495565883374e-05,0.0,308,6.629120490530615e-05,583200,0.0,-3.28996351782165e-05,2.192596456783789,7.734089496563286e-08,0.01268921495633318,81
3.37794417239588e-07,0.0,0.010796185981841984,5.782191353665397e-07,-5.208655977444675,3324.54,8.485198483646796e-08,0.0022909855585032985,-1.6416115674531734e-06,0.0,308,6.989261343849975e-05,590400,0.0,-5.006710109466917e-06,2.1925720127612824,2.40424725042196e-07,0.010526606259404351,82
1.195425419630196e-07,0.0,0.010881431067335327,5.715763888341376e-07,-4.346428936142771,3324.54,1.2363454672153787e-07,0.0027222275111972723,2.1122302054138303e-06,0.0,308,8.764234221532629e-05,597600,0.0,1.6263014655587153e-06,2.1924967895140726,4.5203386007527654e-07,0.010973423807746262,83
-5.632382348389284e-07,0.0,0.010852499139000637,-2.131383772647367e-07,-6.5647795757814755,3324.46,6.272982976468507e-08,0.001907870608033269,7.12587690903264e-05,0.0,308,6.15249652650506e-05,604800,0.0,7.309022734489529e-05,2.1925236789892932,3.500998338380655e-07,0.012239075631520097,84
-1.3514216330298718e-06,0.0,0.010903161515607423,-1.3219707817493976e-06,-4.805116238002739,3324.46,6.335306659669315e-08,0.0020364840089114196,8.058073530193288e-05,0.0,308,7.086655841559005e-05,612000,0.0,8.295078455206478e-05,2.192481687091015,2.9450856823318285e-08,0.010574125930082999,85
-1.0316135474998988e-06,0.0,0.010923990554757733,-9.363429252248301e-07,-5.195275388758964,3324.46,6.654564543759301e-08,0.002025419395468099,3.2049580947029555e-05,0.0,308,6.682528057876524e-05,619200,0.0,3.33419098106958e-05,2.1924636366064587,9.52706264621015e-08,0.009759169198171035,86
-2.8329409077618124e-07,0.0,0.010974481319749934,-3.027185020100902e-08,-4.075860953302611,3324.46,9.175147960580892e-08,0.0025427337240086804,-2.0777054999089594e-05,0.0,308,8.18129520222994e-05,626400,0.0,-1.841288219455215e-05,2.192419450954785,2.530222406037428e-07,0.00979359148328917,87
-4.830949160247982e-07,0.0,0.010971813050552061,-3.0840079614593505e-07,-4.476668332879033,3324.46,6.8324882840218e-08,0.0020433962924738007,-1.2007253522709117e-06,0.0,308,6.25810894643938e-05,633600,0.0,-9.525250264848406e-07,2.1924227382802455,1.7469412885286043e-07,0.009559193445744102,88
1.0548067356486695e-06,0.0,0.011119617428963205,1.346736798762989e-06,-4.495776679243833,3324.31,1.0434171982383737e-07,0.0025590491071970155,-8.338338307326572e-05,0.0,308,7.950381635676131e-05,640800,0.0,-7.978185176374496e-05,2.192291230524659,2.9193007313630856e-07,0.009775537406993664,89
7.035284693916195e-07,0.0,0.0109963124017435,9.248912099328548e-07,-5.770535361861138,3324.31,5.815353060701624e-08,0.0018430530725246702,-2.081161993883311e-05,0.0,308,6.407665272202368e-05,648000,0.0,-1.991334562633315e-05,2.1924021925247876,2.2136274791276104e-07,0.009640853562814057,90
-8.288438326707769e-07,0.0,0.0109975175786315,-9.321626553473709e-07,-8.157467511693635,3324.31,5.5430596660384e-08,0.0018219304199252897,1.98461136019948e-06,0.0,308,5.8484200690927e-05,655200,0.0,1.4488036377871248e-06,2.1924017771968134,-1.0331880619825256e-07,0.009783526489476639,91
9.890588980230597e-08,0.0,0.011022193513566715,2.9742847684804337e-07,-4.429100675474084,3324.31,6.620465563159845e-08,0.0020060558452840065,-1.7126792428901653e-05,0.0,308,6.039948289541545e-05,662400,0.0,-1.5682787516631096e-05,2.1923793000834326,1.9852257138836775e-07,0.009804483603220433,92
