policy_gradient_bias_correction,model_prob_std,P09:episode_rewards,epoch_idx,avg_q_selected,advantage_norm,frames,policy_loss,PMM:episode_rewards,P01:episode_rewards,explained_variance,episode_length,grad_norm,q_loss,policy_entropy,avg_q_retraced,rollout_prob_std,fps,policy_gradient_loss
5.257669309680147e-06,0.016015768445505903,0.0,24,-0.00046200091878495514,0.018192793851787292,172800,1.2240658177245886e-05,0.0,0.0,-2.817199001129342,3324.6458333333335,0.0010471580121168998,3.0135305266795182e-06,2.1865000570388067,-0.0004702266102422361,0.020711955587088902,443,6.982988936026529e-06
9.71839232274825e-06,0.014204430207807235,0.0,25,-0.00015061973935141327,0.016006449086446235,180000,3.8761863810933885e-05,0.0,0.0,-3.600099757197042,3324.6458333333335,0.0009086882931589798,2.4516840906946367e-06,2.1888769614065766,-0.00013084723354595362,0.018650762213876956,443,2.9043471121194817e-05
6.995864616823214e-06,0.013418343966560702,0.0,26,0.0004061228175319979,0.016723364405764045,187200,-1.0783592073937265e-05,0.0,0.0,-3.8834173192491663,3324.6458333333335,0.0008545756763772862,2.501591532922712e-06,2.18996602315952,0.00039751951862355473,0.019180638393584973,440,-1.7779456719274125e-05
5.390309528735356e-06,0.013537928293973827,0.0,27,0.0003806797465597831,0.015084760168444332,194400,2.184712104624255e-06,0.0,0.0,-3.451841262463711,3324.6458333333335,0.0007862718391333551,2.096384867116323e-06,2.189855628697387,0.0003857110063452698,0.0190060850039822,438,-3.2055974283694375e-06
8.473505844950794e-06,0.01361575119606362,0.0,28,0.0004165759999715173,0.015702011550889995,201600,-9.330585108865119e-06,0.0,0.0,-3.264610429951753,3324.9166666666665,0.0007717803134437893,2.203996618130043e-06,2.189783350595091,0.0004115908640346667,0.018852878404441217,437,-1.7804091085983443e-05
6.293711002111979e-06,0.014617608579949882,0.0,29,0.0005932671569006208,0.014000786301832664,208800,-3.2936730889001628e-06,0.0,0.0,-3.4924781503500757,3324.9166666666665,0.0007095782707772722,2.0449088500621805e-06,2.1886702030361014,0.000601730423391379,0.018027506565537168,437,-9.587384097658915e-06
2.7195325702655467e-06,0.016268603088895953,0.0,30,0.0005621701103570687,0.01564542897625841,216000,-4.033547345317047e-06,0.0,0.0,-3.7148905101655014,3324.9166666666665,0.0009496600207053834,2.3771418240234274e-06,2.1863041793164752,0.0005658712983532741,0.02063918133155398,436,-6.753080338111344e-06
6.7460906258915325e-06,0.014019224985672662,0.0,31,0.000576563990098149,0.012811806377684993,223200,2.5962317794083833e-07,0.0,0.0,-2.896857855017223,3324.9166666666665,0.0005899744840761277,1.4850993749356286e-06,2.189293207469441,0.0005878298043951092,0.01883241726240764,435,-6.486467433848109e-06
6.551236614527056e-06,0.014102219451322322,0.0,32,0.0006564302630269797,0.0134836307926,230400,-1.5200631689317054e-05,0.0,0.0,-2.944465534620815,3324.9166666666665,0.0006814315735128907,1.694635480507461e-06,2.189204153617223,0.0006461629123077728,0.018324490254744887,435,-2.1751868680029126e-05
4.773125709639349e-06,0.014486629352042523,0.0,33,0.0006975513089212766,0.013281984446932456,237600,-8.893648854936788e-06,0.0,0.0,-2.448718703800724,3324.9166666666665,0.0006241090444414785,1.6932581691678202e-06,2.188784110375813,0.0006900834491781006,0.01780344526037062,433,-1.3666774299640343e-05
5.5850077085282575e-06,0.013907461207638442,0.0,34,0.0006631751770582346,0.011885876461029515,244800,-8.11074394539025e-06,0.0,0.0,-2.710303720961172,3324.9583333333335,0.0005703521095211466,1.3725200629601408e-06,2.189415116026288,0.0006644414723900062,0.017601979230468964,432,-1.3695751432265832e-05
4.287804490461746e-06,0.014883720625140186,0.0,35,0.0008804790350308559,0.012765898433983295,252000,-2.8790187129868388e-05,0.0,0.0,-2.6958176442728474,3324.9583333333335,0.0006808697443253938,1.5757675993978096e-06,2.188171983667152,0.0008580180595788835,0.01836855139897486,431,-3.307799117857829e-05
4.267208117290395e-06,0.01474976104910845,0.0,36,0.00043126849077285113,0.01149766856552565,259200,-1.7311170697988778e-05,0.0,0.0,-2.7026434879690884,3324.9583333333335,0.0006026722745723778,1.5487873490935762e-06,2.188374422400717,0.0004114872002655492,0.017738032947792103,430,-2.1578379037155824e-05
4.537158055461712e-07,0.014391665051521231,0.0,37,0.00021153124085578632,0.011925235738578652,266400,-9.545364323313396e-06,0.0,0.0,-2.426559044619401,3324.9583333333335,0.0005558579891644117,1.3133344238017845e-06,2.1888357350624426,0.00020272813276278308,0.01764960922395673,429,-9.999080334565072e-06
-4.40864702783908e-07,0.014368783031176363,0.0,38,0.0003779224810412936,0.010056015356658177,273600,2.592906420836193e-06,0.0,0.0,-2.4801234563380956,3324.9583333333335,0.0004567915048703334,9.815290579150127e-07,2.188862178798706,0.00038920186566068126,0.017341316293311555,429,3.0337709627461763e-06
3.3133433679628367e-06,0.0146694068202537,0.0,39,0.0006253816032873512,0.013387509837263712,280800,1.2992355285710784e-05,0.0,0.0,-2.227867751493656,3324.7976190476193,0.0006390272694021405,1.7004040056870582e-06,2.1885300767831697,0.000657415112665346,0.017945891229002166,428,9.679011843985714e-06
1.6830362268409755e-06,0.014229988282812493,0.0,40,0.0006248025436772358,0.009869325289739267,288000,-1.8533917187553364e-05,0.0,0.0,-2.6474811346001093,3324.7976190476193,0.0004885846217305834,9.887987836222127e-07,2.1890187207668546,0.0006133263285560783,0.01741680707231844,427,-2.0216953499105976e-05
2.839124148015376e-06,0.01579987406448209,0.0,41,0.0009463025418629288,0.011703354830102961,295200,-1.928002059488217e-05,0.0,0.0,-2.2724621603047694,3324.7976190476193,0.0006333692573803215,1.5106501635154786e-06,2.1870469384035167,0.0009342520581289637,0.01970564520930264,426,-2.2119144832644182e-05
1.155140423406844e-06,0.014858144767134002,0.0,42,0.0005147681137071342,0.009825477957726758,302400,-1.4581839500977215e-05,0.0,0.0,-2.410305145639907,3324.7976190476193,0.00045228092230002807,9.201049513217757e-07,2.1882897079054007,0.0005045016197676425,0.018092495697727872,425,-1.573697992894243e-05
2.040420214128975e-06,0.01514331955865528,0.0,43,0.0005060637694484848,0.010207619902960556,309600,1.1588011990614256e-06,0.0,0.0,-2.5785671572623743,3324.7976190476193,0.00048321371336502,9.554016621080682e-07,2.1879654243541142,0.0005114499264891492,0.017457623185575127,425,-8.816188564039184e-07
2.890158731057412e-06,0.015456227404545874,0.0,44,0.0005632771591730748,0.010661774412648772,316800,-3.5800022879798646e-06,0.0,0.0,-2.452575756852274,3324.7976190476193,0.0005374857067868857,1.1387064733251538e-06,2.1875778765053977,0.000567840777272337,0.01748379339314948,425,-6.470160824082441e-06
4.340009410581516e-06,0.01579357712484019,0.0,45,0.0005995336533332767,0.009462129169244753,324000,3.481622224852505e-06,0.0,0.0,-2.5048572208878217,3324.8854166666665,0.00043889653073930985,1.0280658240892382e-06,2.1871187985101073,0.0006145327807662494,0.017893396479646776,424,-8.583869965827212e-07
2.1850759424324754e-06,0.016890190608415102,0.0,46,0.0009765025753709278,0.01049281838685077,331200,-1.8378731874955526e-05,0.0,0.0,-2.762711021110179,3324.8854166666665,0.0005713629623252083,1.34491817010387e-06,2.1856028175921667,0.0009691002737101238,0.018874025307423263,424,-2.0563807937477994e-05
4.833441632334437e-06,0.016982723375198447,0.0,47,0.0009724693712852303,0.009731658909102735,338400,-1.1718507754873522e-05,0.0,0.0,-3.224928978777752,3324.8854166666665,0.0004952035488206593,1.0925623940843864e-06,2.185448945133144,0.0009724815493380583,0.01758284455075338,423,-1.6551949505999238e-05
3.435073812904834e-06,0.016925963327810954,0.0,48,0.0009569885545667684,0.011151296352510581,345600,-1.724830248691125e-05,0.0,0.0,-2.2382654413186684,3324.8854166666665,0.0005906494285914863,1.136472760873465e-06,2.1856590400517932,0.0009636677548490408,0.017826755931292952,423,-2.068337587286129e-05
4.637838718473307e-06,0.018506292058623065,0.0,49,0.001568522623240598,0.013017349108467222,352800,-1.2451850239192445e-05,0.0,0.0,-1.8298871038404723,3324.8854166666665,0.0007512420357416209,1.8056692836806719e-06,2.1834643222856776,0.0015766659235411137,0.018609427237013483,423,-1.7089688612742744e-05
1.1393770231751749e-05,0.0193701952137053,0.0,50,0.0020079334931021246,0.015586015093269656,360000,-3.884075798143588e-05,0.0,0.0,-1.995607570807139,3324.89,0.0008913246469254523,2.2618140418254972e-06,2.182162984874514,0.001988537554441589,0.018755978680112296,423,-5.0234528201826835e-05
1.2816267993517805e-05,0.02562234286568744,0.0,51,0.002935412688741014,0.01793126953780533,367200,-3.816457666736882e-05,0.0,0.0,-1.063763348027354,3324.89,0.001233547650724505,3.579968587107085e-06,2.1715671621775505,0.0029343961919679447,0.01859502209880187,422,-5.0980844796786226e-05
8.945913625920315e-06,0.04509114045575853,0.0,52,0.004838502691232071,0.0237613692309057,374400,-0.00013428924472272847,0.0,0.0,-1.2375675441647962,3324.89,0.0020631225647354456,6.754327330255032e-06,2.1193357469385896,0.004722836921512021,0.03147241459828038,422,-0.00014323515850986785
7.885679639599534e-06,0.022870402463228894,0.0,53,0.0004662620620899653,0.011821998560824892,381600,8.100328672856228e-06,0.0,0.0,-4.041234400470693,3324.89,0.0007537994668810451,1.6585177855649016e-06,2.1761530512694613,0.00047707552911945423,0.020334329644268255,421,2.1464884933268973e-07
1.9745217316125173e-05,0.021205827495201477,0.0,54,0.0008079407426079603,0.010813359373751729,388800,1.2350211777846287e-05,0.0,0.0,-5.354722552261657,3324.89,0.0005373127982183693,1.316818139475204e-06,2.179366729600089,0.0008102031682787965,0.02061892412506812,421,-7.395005619628136e-06
1.1380029408117691e-05,0.021123449415825894,0.0,55,0.0008116794424247003,0.009409968970031183,396000,-6.2989578633018295e-06,0.0,0.0,-4.92235896733072,3324.89,0.0004447957998226558,1.2887577255203123e-06,2.1793937693134193,0.0008052143694935478,0.019420791359300478,421,-1.7678987878536558e-05
2.0096215787474656e-05,0.021340554105783147,0.0,56,0.0010515554182971495,0.009689227060215282,403200,2.0310568709688256e-07,0.0,0.0,-5.3127001682586155,3324.85,0.00046687888431525714,1.15862701314029e-06,2.1790135495435625,0.0010442820225014457,0.020467794602515087,421,-1.9893110028967102e-05
1.9782697765791955e-05,0.022906892576979265,0.0,57,0.0014782295899376983,0.010664786311672145,410400,-2.4029614845071522e-06,0.0,0.0,-4.8260577300049015,3324.85,0.0006024296780600843,1.5844987221139186e-06,2.176083757442141,0.0014772813212743682,0.0217040046721342,420,-2.2185659321240882e-05
9.3506026584402e-06,0.023191318950694668,0.0,58,0.001386232699263562,0.009486836937007312,417600,-3.326693331671406e-05,0.0,0.0,-4.546568704663761,3324.85,0.00047741951222384085,1.153728418118091e-06,2.1754490609585293,0.0013662574126443055,0.020602129231128235,420,-4.261753596457008e-05
5.221002911207552e-06,0.02337867402855957,0.0,59,0.00117162157353873,0.009733060911937158,424800,-2.1871903105798584e-05,0.0,0.0,-4.984323798351818,3324.85,0.00046226999266794097,1.1655962269527564e-06,2.175407167455506,0.0011619009549400608,0.02101398506560289,419,-2.7092905970943794e-05
-2.0055699059365374e-07,0.023743401900618754,0.0,60,0.0011578131142334466,0.009162321631934017,432000,-2.8586320410438152e-05,0.0,0.0,-4.456339236463189,3324.85,0.0004543821216484125,1.388757688215101e-06,2.174635831407769,0.0011538175947467734,0.020202145402038855,419,-2.8385763386212134e-05
8.578942259132286e-06,0.023411340516568138,0.0,61,0.0011572191622621004,0.009957398400597626,439200,-1.474689503594024e-05,0.0,0.0,-4.001321474780481,3324.8,0.00042239963665413843,1.1010094501807214e-06,2.175092607582057,0.00116372941482782,0.020076885275609257,419,-2.3325837404826943e-05
4.353656169219451e-06,0.024036291858782526,0.0,62,0.0011988941956374293,0.009263448043031587,446400,-7.95549383569802e-06,0.0,0.0,-3.7481205947216227,3324.8,0.0004791404669607447,1.3892118982862778e-06,2.174093679634352,0.0012069710345377358,0.020984027809167773,418,-1.2309149587795049e-05
7.540308247823962e-06,0.025860561953473186,0.0,63,0.0013830072297261926,0.010084354213036096,453600,-9.962985948444414e-06,0.0,0.0,-3.7271301296306034,3324.8,0.0005749007818362132,1.2993678485072125e-06,2.1702501649989023,0.0013783522886048544,0.02252146391390217,417,-1.750329440218438e-05
2.9486736369183357e-06,0.024674526471644642,0.0,64,0.0010187819249981584,0.0076493412441396656,460800,-1.997523092102581e-05,0.0,0.0,-4.002611742246718,3324.8,0.0003599685355185813,8.689670594886847e-07,2.1729577455823383,0.0010145377313453957,0.02181890647185759,418,-2.29239043833981e-05
-2.0107470933622503e-06,0.024483367939671832,0.0,65,0.00086892314249694,0.00782650521006583,468000,-3.087001070168429e-05,0.0,0.0,-4.461125359421684,3324.8,0.00032111604644738785,7.300053253151832e-07,2.1733312412481465,0.0008497354582701402,0.021367795081358287,418,-2.8859263632729463e-05
-3.7272528151296083e-07,0.02462037328578946,0.0,66,0.0006147180725395354,0.007655003319978566,475200,-1.6027724458155488e-05,0.0,0.0,-4.654935430723524,3324.8,0.0003199805939416845,8.034819726690202e-07,2.1731429297299614,0.0006049056434153861,0.021318800660545034,418,-1.565499918907364e-05
5.246083070327288e-06,0.025201748461082748,0.0,67,0.0005506834552050637,0.007598096940240578,482400,-1.4974511525535104e-05,0.0,0.0,-4.731732177663053,3324.97,0.00034278347968049204,6.860149957010706e-07,2.172090104926055,0.0005339691484861651,0.021311845618171642,418,-2.0220594672689675e-05
3.957341140528389e-06,0.025836955783740866,0.0,68,0.00041008675351766514,0.007474297576007389,489600,-4.5704547031774045e-06,0.0,0.0,-5.575481744134237,3324.97,0.0004011114356974007,9.245165337493486e-07,2.1708749098815616,0.0004093743123516943,0.023219340544726172,418,-8.527795811963708e-06
4.282391931194641e-06,0.02626720281092951,0.0,69,0.000492830570307777,0.008655627452149183,496800,-8.921384378437868e-06,0.0,0.0,-4.499070343310125,3324.97,0.0004672518022965511,9.703305738135301e-07,2.16985123286401,0.0004932509183934428,0.022684260479097506,418,-1.3203776198546146e-05
1.3822874318693475e-06,0.02569963960775307,0.0,70,0.0003644204669583973,0.007645696102205428,504000,-1.2503528808659371e-05,0.0,0.0,-3.9903215916573056,3324.97,0.0003041104765836133,6.533076842005347e-07,2.171032527950075,0.0003584837373313753,0.02190035380304806,418,-1.388581625910377e-05
-1.4558792790392399e-06,0.025661334011859622,0.0,71,0.00026654002596170523,0.006832578259355269,511200,-6.465942764696757e-06,0.0,0.0,-4.3662686533312085,3324.97,0.00028144878986116194,6.676545251499964e-07,2.1711880129352106,0.0002670570020866278,0.022334055365668005,417,-5.010063439772862e-06
2.6208798972809125e-06,0.026255912645867775,0.0,72,0.0003268584783966487,0.007621063682110241,518400,-6.378689349324826e-06,0.0,0.0,-4.445818138472617,3324.84,0.00030386386892001415,6.902906928301053e-07,2.1700107113047253,0.00032660841631103907,0.02273631500095011,417,-8.999568895483713e-06
2.85778325596942e-06,0.02602351753277675,0.0,73,0.00032922027145249316,0.005995592978138047,525600,3.1319897621032687e-07,0.0,0.0,-5.3382490582598585,3324.79,0.0002574041158674953,5.14138360253232e-07,2.1705384677743154,0.00034122039784484685,0.022302894427160182,417,-2.544584212555284e-06
3.986845610997106e-06,0.02753449474559929,0.0,74,0.000530282344543064,0.0067645493981972945,532800,-5.16735290496943e-07,0.0,0.0,-4.487469730180091,3324.79,0.0003573504110909905,6.504477304380915e-07,2.1674803371688043,0.000539704906816484,0.02374709014894155,417,-4.503580683818153e-06
2.5944354662921804e-06,0.027658417213057715,0.0,75,0.0006141440629089532,0.006652431142622377,540000,-1.023141171706946e-05,0.0,0.0,-5.294538191525394,3324.79,0.0003045159482382689,5.5765849632003e-07,2.1674539014365943,0.0006139293604418907,0.023758521888506103,417,-1.2825847053908133e-05
3.1816511006960057e-06,0.027911942676744524,0.0,76,0.0005993575919528089,0.007570319346665953,547200,-1.558560994403201e-05,0.0,0.0,-4.7956841274102535,3324.79,0.0003073024550612754,6.436924353147604e-07,2.166830780988648,0.0005895316873832758,0.02279559149639681,416,-1.8767260799247905e-05
1.386991936259773e-06,0.027784934151060283,0.0,77,0.0005221608340059267,0.0059345416871956465,554400,-9.46985849981816e-06,0.0,0.0,-4.580086285878741,3324.79,0.00022503430672425804,4.497683994985651e-07,2.167054610309146,0.0005219921400393581,0.023234555900599516,417,-1.0856850724759885e-05
3.3685924244608286e-06,0.028371962146690636,0.0,78,0.0005506886265368575,0.006525280517153319,561600,-1.0574207745191547e-05,0.0,0.0,-5.571239555118576,3324.74,0.00025518793450939146,5.760644408049772e-07,2.1657714596217272,0.0005499926582733341,0.023579968730697322,416,-1.3942800230731417e-05
2.3687319812166623e-06,0.02919458498609149,0.0,79,0.0005321066558399396,0.0060646784020354965,568800,-1.132850347503444e-05,0.0,0.0,-4.909415062226,3324.74,0.0002733266613111274,4.99570091362455e-07,2.164059354804811,0.0005328400896692147,0.02393521086930016,416,-1.3697235417079617e-05
2.676050375009077e-06,0.03005515238580604,0.0,80,0.0005178204739382232,0.007074330852030674,576000,-7.704446191054457e-06,0.0,0.0,-5.268463928103447,3324.74,0.00033340324391834816,6.718058945251767e-07,2.1621309013499155,0.0005207637763507794,0.025013339707834856,416,-1.038049631290505e-05
1.9263564275178072e-06,0.03023737047015438,0.0,81,0.000417124469048946,0.006719135581897622,583200,-1.2530858507723997e-05,0.0,0.0,-4.8570120812408515,3324.74,0.0002976799103457773,5.85192958446048e-07,2.162023757853836,0.0004115986664014624,0.024377796012050812,416,-1.4457214705254017e-05
-5.212060245121297e-07,0.030329275828658075,0.0,82,0.00041822744753507705,0.006676475196973935,590400,-1.4600111050367318e-05,0.0,0.0,-4.836544689646473,3324.74,0.00029659620773972786,5.427039053141204e-07,2.161628908669507,0.00041594949714000525,0.02389892458578168,416,-1.4078905212277545e-05
3.4568912254747363e-06,0.030310432314453895,0.0,83,0.00027631557380691107,0.00688064295826874,597600,-9.507101478830587e-06,0.0,0.0,-4.986476235314021,3324.74,0.00028382537264256137,5.433289959036396e-07,2.16166704756873,0.00026459909155289614,0.02392622600794923,415,-1.296399277683792e-05
4.678043405200932e-06,0.030798971975769196,0.0,84,0.0002800128838581263,0.005764474483140962,604800,3.5212868552390373e-06,0.0,0.0,-4.739410747106744,3324.81,0.0002169379899006844,3.721725818345789e-07,2.1605413204589223,0.0002899303378178658,0.024447579709197042,416,-1.1567565191687034e-06
1.4597962100361251e-06,0.032336456060394765,0.0,85,0.0003392121709204355,0.006333711050369496,612000,-1.4439846236570472e-05,0.0,0.0,-4.717014319802087,3324.81,0.0002926077232388483,5.048331464527519e-07,2.157200414443773,0.00032540918424880754,0.02583570363384391,416,-1.5899642494675377e-05
2.3278557142499982e-06,0.03182015252602656,0.0,86,0.0004256083805387515,0.006265160502479707,619200,-1.1809681171853081e-05,0.0,0.0,-4.946901032716509,3324.81,0.00026719761691911193,4.898273750136409e-07,2.158306894576739,0.00041944971139494714,0.02364994949158577,415,-1.4137536790689596e-05
2.349503046847502e-06,0.032083464285048345,0.0,87,0.00035902086611525784,0.007332168757492335,626400,-9.033899315380631e-07,0.0,0.0,-4.939926078347933,3324.81,0.000294520600013029,6.799338017772515e-07,2.157736190330415,0.00037086750660645995,0.02477623083480885,415,-3.2528928733865207e-06
-2.6606782803875724e-06,0.031819060814010085,0.0,88,0.00034323761742689865,0.0055108298586586625,633600,-1.2302840665292041e-05,0.0,0.0,-4.795990756365358,3324.81,0.00021294797222388853,3.6929706499166996e-07,2.1583290588855744,0.0003422356881680942,0.024395911713529905,415,-9.642162412612912e-06
2.0649083703904513e-06,0.032186019919398755,0.0,89,0.0003388761258586317,0.006475236272074717,640800,-1.0439837724502636e-05,0.0,0.0,-4.893423179698685,3324.72,0.0002741469780358368,5.054587680900696e-07,2.1576423231382216,0.0003330034654948302,0.02544562976844313,415,-1.2504746034986816e-05
2.4413865432276774e-06,0.03253116648910301,0.0,90,0.00027092488419350923,0.005476368129276178,648000,-3.674063657942398e-06,0.0,0.0,-5.012410142976772,3324.72,0.00025536805668988495,3.808469726415937e-07,2.156821398507981,0.0002711796643250627,0.025357593564617212,415,-6.115449934337217e-06
3.586746636450416e-06,0.032899653724882565,0.0,91,0.0002098031357516606,0.006363162967858702,655200,-4.880612755074245e-07,0.0,0.0,-4.739956339692313,3324.72,0.0002786674003840915,4.7423419948006404e-07,2.155792297541149,0.00021149958889061905,0.02525578878332107,414,-4.074808082664042e-06
2.368685504178054e-06,0.03256696563145076,0.0,92,0.00019419213844499875,0.005862994259833137,662400,4.09507944791537e-06,0.0,0.0,-4.802703053582282,3324.72,0.00022462826982933904,4.101452220091626e-07,2.156716507067756,0.00020093629464138144,0.02566693984427879,415,1.726393875031594e-06
-3.000812227704688e-07,0.03295121097973063,0.0,93,0.0002493949622893585,0.0062659254903318145,669600,-5.350098764676244e-06,0.0,0.0,-5.911330074032893,3324.72,0.0002882953058106111,4.569131481905199e-07,2.1559868801677955,0.00025424726709772873,0.025955368317273943,414,-5.050017608791301e-06
